id_menu	id_menu_parent	libelle_menu	niveau	position	largeur	hauteur	lien_menu	droit_affichage	droit_visible	is_profile_ref_admin	is_profile_ref_user	is_menu_defaut	deploiement	liste_action	id_page	menu_client_default
menu.02.0002.02	menu.02.0002	Alarm History	2	2	110	20	/reporting/intranet/php/affichage/alarm_index.php?id_selecteur=100&page=9&creator=alarm&selecteur_scenario=normal&mode=overtime&mode_alarme=history&sous_mode=condense&id_menu_encours=777	astellia			1			0-102-103-104		
menu.02.0002.03	menu.02.0002	Top/Worst Lists	2	3	110	20	/reporting/intranet/php/affichage/alarm_index.php?page=9&creator=alarm&selecteur_scenario=normal&mode=overtime&mode_alarme=twcl&id_menu_encours=196	astellia			1			0-102-103-104		
menu.02.0003	0	INVESTIGATION	1	7	90	20		astellia			1					
menu.02.0003.05	menu.02.0003	Query Builder	2	1	110	20	/querybuilder/index.php	astellia			1					
menu.02.0003.01	menu.02.0003	Query Builder (old)	2	2	110	20	/builder_report/intranet/php/affichage/builder_report_index.php	astellia			1					
menu.02.0003.02	menu.02.0003	Investigation Dashboard	2	3	130	20	/dashboard_investigation/index.php	astellia			1					
menu.02.0003.03	menu.02.0003	Dashboard Builder	2	4	130	20	/builder/dashboard.php	astellia			1					
menu.02.0003.04	menu.02.0003	Graph Builder	2	5	130	20	/builder/graph.php	astellia			1					
menu.0071.01	0	RRC and RAB	1	1	250	20		customisateur	0		1					0
menu.dshd.0071.01.001	menu.0071.01	Call setup success rate	2	1	150	20		customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0071.01.001	0
menu.dshd.0071.01.001.01	menu.dshd.0071.01.001	Over Time	3	1	150	20	/dashboard_display/index.php?id_dash=dshd.0071.01.001&mode=overtime	customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0071.01.001	0
menu.dshd.0071.01.001.02	menu.dshd.0071.01.001	Over Network Elements	3	2	150	20	/dashboard_display/index.php?id_dash=dshd.0071.01.001&mode=overnetwork	customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0071.01.001	0
menu.dshd.0071.01.002	menu.0071.01	Call drop rate	2	2	150	20		customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0071.01.002	0
menu.dshd.0071.01.002.01	menu.dshd.0071.01.002	Over Time	3	1	150	20	/dashboard_display/index.php?id_dash=dshd.0071.01.002&mode=overtime	customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0071.01.002	0
menu.dshd.0071.01.002.02	menu.dshd.0071.01.002	Over Network Elements	3	2	150	20	/dashboard_display/index.php?id_dash=dshd.0071.01.002&mode=overnetwork	customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0071.01.002	0
menu.dshd.0071.01.003	menu.0071.01	RRC connection	2	3	150	20		customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0071.01.003	0
menu.dshd.0071.01.003.01	menu.dshd.0071.01.003	Over Time	3	1	150	20	/dashboard_display/index.php?id_dash=dshd.0071.01.003&mode=overtime	customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0071.01.003	0
menu.dshd.0071.01.003.02	menu.dshd.0071.01.003	Over Network Elements	3	2	150	20	/dashboard_display/index.php?id_dash=dshd.0071.01.003&mode=overnetwork	customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0071.01.003	0
menu.dshd.0071.01.004	menu.0071.01	RAB setup and drop	2	4	150	20		customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0071.01.004	0
menu.dshd.0071.01.004.01	menu.dshd.0071.01.004	Over Time	3	1	150	20	/dashboard_display/index.php?id_dash=dshd.0071.01.004&mode=overtime	customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0071.01.004	0
menu.dshd.0071.01.004.02	menu.dshd.0071.01.004	Over Network Elements	3	2	150	20	/dashboard_display/index.php?id_dash=dshd.0071.01.004&mode=overnetwork	customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0071.01.004	0
menu.dshd.0071.01.005	menu.0071.01	HSPA RAB setup and drop	2	5	150	20		customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0071.01.005	0
menu.dshd.0071.01.005.01	menu.dshd.0071.01.005	Over Time	3	1	150	20	/dashboard_display/index.php?id_dash=dshd.0071.01.005&mode=overtime	customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0071.01.005	0
menu.dshd.0071.01.005.02	menu.dshd.0071.01.005	Over Network Elements	3	2	150	20	/dashboard_display/index.php?id_dash=dshd.0071.01.005&mode=overnetwork	customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0071.01.005	0
menu.dshd.0071.01.006	menu.0071.01	Reconfiguration	2	6	150	20		customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0071.01.006	0
menu.dshd.0071.01.006.01	menu.dshd.0071.01.006	Over Time	3	1	150	20	/dashboard_display/index.php?id_dash=dshd.0071.01.006&mode=overtime	customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0071.01.006	0
menu.dshd.0071.01.006.02	menu.dshd.0071.01.006	Over Network Elements	3	2	150	20	/dashboard_display/index.php?id_dash=dshd.0071.01.006&mode=overnetwork	customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0071.01.006	0
menu.0071.02	0	Cell Resources	1	2	250	20		customisateur	0		1					0
menu.dshd.0071.01.007	menu.0071.02	Cell availability	2	1	150	20		customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0071.01.007	0
menu.dshd.0071.01.007.01	menu.dshd.0071.01.007	Over Time	3	1	150	20	/dashboard_display/index.php?id_dash=dshd.0071.01.007&mode=overtime	customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0071.01.007	0
menu.dshd.0071.01.007.02	menu.dshd.0071.01.007	Over Network Elements	3	2	150	20	/dashboard_display/index.php?id_dash=dshd.0071.01.007&mode=overnetwork	customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0071.01.007	0
menu.dshd.0071.01.008	menu.0071.02	Cell load	2	2	150	20		customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0071.01.008	0
menu.dshd.0071.01.008.01	menu.dshd.0071.01.008	Over Time	3	1	150	20	/dashboard_display/index.php?id_dash=dshd.0071.01.008&mode=overtime	customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0071.01.008	0
menu.dshd.0071.01.008.02	menu.dshd.0071.01.008	Over Network Elements	3	2	150	20	/dashboard_display/index.php?id_dash=dshd.0071.01.008&mode=overnetwork	customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0071.01.008	0
menu.dshd.0071.01.009	menu.0071.02	Cell measurements	2	3	150	20		customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0071.01.009	0
menu.dshd.0071.01.009.01	menu.dshd.0071.01.009	Over Time	3	1	150	20	/dashboard_display/index.php?id_dash=dshd.0071.01.009&mode=overtime	customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0071.01.009	0
menu.dshd.0071.01.009.02	menu.dshd.0071.01.009	Over Network Elements	3	2	150	20	/dashboard_display/index.php?id_dash=dshd.0071.01.009&mode=overnetwork	customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0071.01.009	0
menu.0071.04	0	RLC performance and traffic	1	4	250	20		customisateur	0		1					0
menu.dshd.0071.01.014	menu.0071.04	Traffic	2	1	150	20		customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0071.01.014	0
menu.dshd.0071.01.014.01	menu.dshd.0071.01.014	Over Time	3	1	150	20	/dashboard_display/index.php?id_dash=dshd.0071.01.014&mode=overtime	customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0071.01.014	0
menu.dshd.0071.01.014.02	menu.dshd.0071.01.014	Over Network Elements	3	2	150	20	/dashboard_display/index.php?id_dash=dshd.0071.01.014&mode=overnetwork	customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0071.01.014	0
menu.0071.03	0	Mobility	1	3	250	20		customisateur	0		1					0
menu.dshd.0071.01.010	menu.0071.03	Soft handover	2	1	150	20		customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0071.01.010	0
menu.dshd.0071.01.010.01	menu.dshd.0071.01.010	Over Time	3	1	150	20	/dashboard_display/index.php?id_dash=dshd.0071.01.010&mode=overtime	customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0071.01.010	0
menu.dshd.0071.01.010.02	menu.dshd.0071.01.010	Over Network Elements	3	2	150	20	/dashboard_display/index.php?id_dash=dshd.0071.01.010&mode=overnetwork	customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0071.01.010	0
menu.dshd.0071.01.011	menu.0071.03	HSPA mobility	2	2	150	20		customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0071.01.011	0
menu.dshd.0071.01.011.01	menu.dshd.0071.01.011	Over Time	3	1	150	20	/dashboard_display/index.php?id_dash=dshd.0071.01.011&mode=overtime	customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0071.01.011	0
menu.dshd.0071.01.011.02	menu.dshd.0071.01.011	Over Network Elements	3	2	150	20	/dashboard_display/index.php?id_dash=dshd.0071.01.011&mode=overnetwork	customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0071.01.011	0
menu.dshd.0071.01.013	menu.0071.03	Hard handover	2	3	150	20		customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0071.01.013	0
menu.dshd.0071.01.013.01	menu.dshd.0071.01.013	Over Time	3	1	150	20	/dashboard_display/index.php?id_dash=dshd.0071.01.013&mode=overtime	customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0071.01.013	0
menu.dshd.0071.01.013.02	menu.dshd.0071.01.013	Over Network Elements	3	2	150	20	/dashboard_display/index.php?id_dash=dshd.0071.01.013&mode=overnetwork	customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0071.01.013	0
menu.dshd.0071.01.012	menu.0071.03	Compressed Mode	2	4	150	20		customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0071.01.012	0
menu.dshd.0071.01.012.01	menu.dshd.0071.01.012	Over Time	3	1	150	20	/dashboard_display/index.php?id_dash=dshd.0071.01.012&mode=overtime	customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0071.01.012	0
menu.dshd.0071.01.012.02	menu.dshd.0071.01.012	Over Network Elements	3	2	150	20	/dashboard_display/index.php?id_dash=dshd.0071.01.012&mode=overnetwork	customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0071.01.012	0
menu.dshd.0071.04.001	menu.0071.03	Inter-frequency handover	2	5	150	20		customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0071.04.001	0
menu.dshd.0071.04.001.01	menu.dshd.0071.04.001	Over Time	3	1	150	20	/dashboard_display/index.php?id_dash=dshd.0071.04.001&mode=overtime	customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0071.04.001	0
menu.dshd.0071.04.001.02	menu.dshd.0071.04.001	Over Network Elements	3	2	150	20	/dashboard_display/index.php?id_dash=dshd.0071.04.001&mode=overnetwork	customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0071.04.001	0
menu.dshd.0071.04.002	menu.0071.03	Inter-system handover	2	6	150	20		customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0071.04.002	0
menu.dshd.0071.04.002.01	menu.dshd.0071.04.002	Over Time	3	1	150	20	/dashboard_display/index.php?id_dash=dshd.0071.04.002&mode=overtime	customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0071.04.002	0
menu.dshd.0071.04.002.02	menu.dshd.0071.04.002	Over Network Elements	3	2	150	20	/dashboard_display/index.php?id_dash=dshd.0071.04.002&mode=overnetwork	customisateur	1		1			0-5135-5136-5137-0-5132-5133-0-5134	dshd.0071.04.002	0
