id_ligne	kpi_name	edw_group_table	kpi_label	comment	kpi_formula	pourcentage	on_off	value_type	new_field	visible	numerator_denominator	kpi_type
kpis.0091.01.nb_rab_release_cs	NB_RAB_RELEASE_CS	edw_huaran_cellb_axe1	NB RAB RELEASE CS	Number of RAB releases for CS domain 	VS_RAB_Loss_CS_Abnorm+VS_RAB_Loss_CS_Norm	0	1	customisateur	1	1	total	float4
kpis.0091.01.nb_rab_release_ps	NB_RAB_RELEASE_PS	edw_huaran_cellb_axe1	NB RAB RELEASE PS	Number of RAB releases for PS domain 	VS_RAB_Loss_PS_Abnorm+VS_RAB_Loss_PS_Norm	0	1	customisateur	1	1	total	float4
kpis.0091.01.nb_rab_release_eul	NB_RAB_RELEASE_EUL	edw_huaran_cellb_axe1	NB RAB RELEASE EUL (HSUPA)	Number of E-DCH RAB releases  	VS_HSUPA_RAB_Loss_Abnorm+VS_HSUPA_RAB_Loss_Norm	0	1	customisateur	1	1	total	float4
kpis.0091.01.nb_rab_release_hs	NB_RAB_RELEASE_HS	edw_huaran_cellb_axe1	NB RAB RELEASE HSDPA	Number of HSDPA RAB releases 	VS_HSDPA_RAB_Loss_Norm+VS_HSDPA_RAB_Loss_Abnorm_NonRF	0	1	customisateur	1	1	total	float4
kpis.0091.01.nb_rab_release_speech	NB_RAB_RELEASE_SPEECH	edw_huaran_cellb_axe1	NB RAB RELEASE SPEECH	Number of speech RAB releases 	VS_RAB_Loss_CS_AMR+VS_RAB_Loss_CS_Norm_AMR+coalesce(VS_RAB_AbnormRel_AMRWB,0)+coalesce(VS_RAB_NormRel_AMRWB,0)+coalesce(VS_RAB_NormRel_CS_HSPA_Conv,0)+coalesce(VS_RAB_AbnormRel_CS_HSPA_Conv,0)	0	1	customisateur	1	1	total	float4
kpis.0091.01.nb_rab_release_rt_cs_data	NB_RAB_RELEASE_RT_CS_DATA	edw_huaran_cellb_axe1	NB RAB RELEASE Real Time CS DATA	Number of  Real Time CS DATA RAB releases 	VS_RAB_Loss_CS_Conv64K+VS_Norm_Rel_CS_Conv_RB_64+VS_Abnorm_Rel_CS_Str+VS_Norm_Rel_CS_Str	0	1	customisateur	1	1	total	float4
kpis.0091.01.nb_rab_release_nrt_ps_data	NB_RAB_RELEASE_NRT_PS_DATA	edw_huaran_cellb_axe1	NB RAB RELEASE Non Real Time PS DATA	Number of Non Real Time PS DATA RAB releases 	coalesce(VS_RAB_NormRel_PS_BE,0)+coalesce(VS_RAB_AbnormRel_PS_BE,0)	0	1	customisateur	1	1	total	float4
kpis.0091.01.nb_rab_release_rt_ps_data	NB_RAB_RELEASE_RT_PS_DATA	edw_huaran_cellb_axe1	NB RAB RELEASE Real Time PS DATA	Number of Real Time PS DATA RAB releases 	VS_Norm_Rel_PS_Conv+VS_Norm_Rel_PS_Str+VS_Abnorm_Rel_PS_Conv+VS_Abnorm_Rel_PS_Str	0	1	customisateur	1	1	total	float4
kpis.0091.01.nb_system_release_cs	NB_SYSTEM_RELEASE_CS	edw_huaran_cellb_axe1	NB SYSTEM RELEASE CS	Number of system RAB releases for CS domain 	VS_RAB_Loss_CS_Abnorm	0	1	customisateur	1	1	total	float4
kpis.0091.01.nb_system_release_speech	NB_SYSTEM_RELEASE_SPEECH	edw_huaran_cellb_axe1	NB SYSTEM RELEASE SPEECH	Number of system RAB releases for speech calls 	VS_RAB_Loss_CS_AMR+coalesce(VS_RAB_AbnormRel_AMRWB,0)+coalesce(VS_RAB_AbnormRel_CS_HSPA_Conv,0)	0	1	customisateur	1	1	total	float4
kpis.0091.01.nb_system_release_ps	NB_SYSTEM_RELEASE_PS	edw_huaran_cellb_axe1	NB SYSTEM RELEASE PS	Number of system RAB releases for PS domain 	VS_RAB_Loss_PS_Abnorm	0	1	customisateur	1	1	total	float4
kpis.0091.01.nb_hs_system_rab_release	NB_HS_SYSTEM_RAB_RELEASE	edw_huaran_cellb_axe1	NB HSDPA SYSTEM RAB RELEASE	Number of HSDPA RAB system releases 	VS_HSDPA_RAB_Loss_Abnorm_NonRF	0	1	customisateur	1	1	total	float4
kpis.0091.01.nb_ps_nrt_ps_data_system_rab_release	NB_PS_NRT_PS_DATA_SYSTEM_RAB_RELEASE	edw_huaran_cellb_axe1	NB Non Real Time PS DATA SYSTEM RAB RELEASE	Number of Non Real Time PS DATA RAB system releases 	coalesce(VS_RAB_AbnormRel_PS_BE,0)	0	1	customisateur	1	1	total	float4
kpis.0091.01.nb_rt_ps_data_system_rab_release	NB_RT_PS_DATA_SYSTEM_RAB_RELEASE	edw_huaran_cellb_axe1	NB Real Time PS DATA SYSTEM RAB RELEASE	Number of Real Time PS DATA RAB system releases 	VS_Abnorm_Rel_PS_Conv+VS_Abnorm_Rel_PS_Str	0	1	customisateur	1	1	total	float4
kpis.0091.01.nb_rt_cs_data_system_rab_release	NB_RT_CS_DATA_SYSTEM_RAB_RELEASE	edw_huaran_cellb_axe1	NB Real Time CS DATA SYSTEM RAB RELEASE	Number of Real Time CS DATA RAB system releases 	VS_RAB_Loss_CS_Conv64K+VS_Abnorm_Rel_CS_Str	0	1	customisateur	1	1	total	float4
kpis.0091.01.ccsr_hs	CCSR_HS	edw_huaran_cellb_axe1	CCSR HSDPA	Call Completion Success Rate for HSDPA 	CASE WHEN 100*(VS_HSDPA_RAB_SuccEstab/VS_HSDPA_RAB_AttEstab)*(VS_HSDPA_RAB_Loss_Norm/VS_HSDPA_RAB_SuccEstab)>100 THEN 100 ELSE 100*(VS_HSDPA_RAB_SuccEstab/VS_HSDPA_RAB_AttEstab)*(VS_HSDPA_RAB_Loss_Norm/VS_HSDPA_RAB_SuccEstab) END	1	1	customisateur	1	1	total	float4
kpis.0091.01.ccsr_nrt_ps_data	CCSR_NRT_PS_DATA	edw_huaran_cellb_axe1	CCSR Non Real Time PS DATA	Call Completion Success Rate for Non Real Time PS DATA  	CASE WHEN 100*(RRC_SuccConnEstab_OrgItrCall+RRC_SuccConnEstab_TmItrCall+RRC_SuccConnEstab_OrgBkgCall+RRC_SuccConnEstab_TmBkgCall+RRC_SuccConnEstab_OrgSubCall)/(RRC_AttConnEstab_OrgInterCall+RRC_AttConnEstab_TmInterCall+RRC_AttConnEstab_TmBkgCall+RRC_AttConnEstab_OrgBkgCall+RRC_AttConnEstab_OgSubCall)*(VS_RAB_SuccEstabPS_Inter+VS_RAB_SuccEstabPS_Bkg)/(VS_RAB_AttEstabPS_Inter+VS_RAB_AttEstabPS_Bkg)*(VS_RAB_AttRelPS_Inter+VS_RAB_AttRelPS_Bkg)/(VS_RAB_SuccEstabPS_Inter+VS_RAB_SuccEstabPS_Bkg)>100 THEN 100 ELSE 100*(RRC_SuccConnEstab_OrgItrCall+RRC_SuccConnEstab_TmItrCall+RRC_SuccConnEstab_OrgBkgCall+RRC_SuccConnEstab_TmBkgCall+RRC_SuccConnEstab_OrgSubCall)/(RRC_AttConnEstab_OrgInterCall+RRC_AttConnEstab_TmInterCall+RRC_AttConnEstab_TmBkgCall+RRC_AttConnEstab_OrgBkgCall+RRC_AttConnEstab_OgSubCall)*(VS_RAB_SuccEstabPS_Inter+VS_RAB_SuccEstabPS_Bkg)/(VS_RAB_AttEstabPS_Inter+VS_RAB_AttEstabPS_Bkg)*(VS_RAB_AttRelPS_Inter+VS_RAB_AttRelPS_Bkg)/(VS_RAB_SuccEstabPS_Inter+VS_RAB_SuccEstabPS_Bkg) END	1	1	customisateur	1	1	total	float4
kpis.0091.01.ccsr_rt_ps_data	CCSR_RT_PS_DATA	edw_huaran_cellb_axe1	CCSR Real Time PS DATA	Call Completion Success Rate for Real Time PS DATA 	CASE WHEN 100*(RRC_SuccConnEstab_OrgStrCall+RRC_SuccConnEstab_TmStrCall+coalesce(VS_RRC_AttConnEstab_EDCH,0)+coalesce(VS_RRC_AttConnEstab_HSDSCH,0))/(RRC_AttConnEstab_OrgStrCall+RRC_AttConnEstab_TmStrCall+coalesce(VS_RRC_SuccConnEstab_EDCH,0)+coalesce(VS_RRC_SuccConnEstab_HSDSCH,0))*(VS_RAB_SuccEstabPS_Conv+VS_RAB_SuccEstabPS_Str)/(VS_RAB_AttEstabPS_Conv+VS_RAB_AttEstabPS_Str)*(VS_RAB_AttRelPS_Conv+VS_RAB_AttRelPS_Str)/(VS_RAB_SuccEstabPS_Conv+VS_RAB_SuccEstabPS_Str)>100 THEN 100 ELSE 100*(RRC_SuccConnEstab_OrgStrCall+RRC_SuccConnEstab_TmStrCall+coalesce(VS_RRC_AttConnEstab_EDCH,0)+coalesce(VS_RRC_AttConnEstab_HSDSCH,0))/(RRC_AttConnEstab_OrgStrCall+RRC_AttConnEstab_TmStrCall+coalesce(VS_RRC_SuccConnEstab_EDCH,0)+coalesce(VS_RRC_SuccConnEstab_HSDSCH,0))*(VS_RAB_SuccEstabPS_Conv+VS_RAB_SuccEstabPS_Str)/(VS_RAB_AttEstabPS_Conv+VS_RAB_AttEstabPS_Str)*(VS_RAB_AttRelPS_Conv+VS_RAB_AttRelPS_Str)/(VS_RAB_SuccEstabPS_Conv+VS_RAB_SuccEstabPS_Str) END	1	1	customisateur	1	1	total	float4
kpis.0091.01.ccsr_speech	CCSR_SPEECH	edw_huaran_cellb_axe1	CCSR SPEECH	Call Completion Success Rate for Speech 	CASE WHEN 100*(RRC_SuccConnEstab_OgConvCall+RRC_SuccConnEstab_TmConvCall+RRC_SuccConnEstab_EmgCall)/(coalesce(VS_HSPA_RAB_SuccEstab_CS_Conv,0)+VS_RAB_SuccEstab_AMRWB+VS_RAB_SuccEstab_AMR)/(VS_RAB_AttEstab_AMR+coalesce(VS_HSPA_RAB_AttEstab_CS_Conv,0)+VS_RAB_AttEstabCS_AMRWB)*(1-(VS_RAB_Loss_CS_AMR+VS_RAB_Loss_CS_Norm_AMR+coalesce(VS_RAB_AbnormRel_AMRWB,0)+coalesce(VS_RAB_NormRel_AMRWB,0)+coalesce(VS_RAB_NormRel_CS_HSPA_Conv,0)+coalesce(VS_RAB_AbnormRel_CS_HSPA_Conv,0))/(VS_RAB_AttEstab_AMR+coalesce(VS_HSPA_RAB_AttEstab_CS_Conv,0)+VS_RAB_AttEstabCS_AMRWB))>100 THEN 100 ELSE 100*(RRC_SuccConnEstab_OgConvCall+RRC_SuccConnEstab_TmConvCall+RRC_SuccConnEstab_EmgCall)/(coalesce(VS_HSPA_RAB_SuccEstab_CS_Conv,0)+VS_RAB_SuccEstab_AMRWB+VS_RAB_SuccEstab_AMR)/(VS_RAB_AttEstab_AMR+coalesce(VS_HSPA_RAB_AttEstab_CS_Conv,0)+VS_RAB_AttEstabCS_AMRWB)*(1-(VS_RAB_Loss_CS_AMR+VS_RAB_Loss_CS_Norm_AMR+coalesce(VS_RAB_AbnormRel_AMRWB,0)+coalesce(VS_RAB_NormRel_AMRWB,0)+coalesce(VS_RAB_NormRel_CS_HSPA_Conv,0)+coalesce(VS_RAB_AbnormRel_CS_HSPA_Conv,0))/(VS_RAB_AttEstab_AMR+coalesce(VS_HSPA_RAB_AttEstab_CS_Conv,0)+VS_RAB_AttEstabCS_AMRWB)) END	1	1	customisateur	1	1	total	float4
kpis.0091.01.ccsr_rt_cs_data	CCSR_RT_CS_DATA	edw_huaran_cellb_axe1	CCSR  Real Time CS DATA	Call Completion Success Rate for Real Time CS DATA 	CASE WHEN 100*(VS_RAB_SuccEstabCS_Conv+VS_RAB_SuccEstabCS_Str)/(VS_RAB_AttEstabCS_Conv+VS_RAB_AttEstabCS_Str)*(1-(VS_RAB_Loss_CS_Conv64K+VS_Abnorm_Rel_CS_Str)/(VS_RAB_Loss_CS_Conv64K+VS_Norm_Rel_CS_Conv_RB_64+VS_Abnorm_Rel_CS_Str+VS_Norm_Rel_CS_Str))>100 THEN 100 ELSE 100*(VS_RAB_SuccEstabCS_Conv+VS_RAB_SuccEstabCS_Str)/(VS_RAB_AttEstabCS_Conv+VS_RAB_AttEstabCS_Str)*(1-(VS_RAB_Loss_CS_Conv64K+VS_Abnorm_Rel_CS_Str)/(VS_RAB_Loss_CS_Conv64K+VS_Norm_Rel_CS_Conv_RB_64+VS_Abnorm_Rel_CS_Str+VS_Norm_Rel_CS_Str)) END	1	1	customisateur	1	1	total	float4
kpis.0091.01.cell_availability	CELL_AVAILABILITY	edw_huaran_cellb_axe1	CELL AVAILABILITY	Percentage of the capture period during which the cell was available for service 	CASE WHEN 100*(capture_duration_real-VS_Cell_UnavailTime_OM-coalesce(VS_Cell_UnavailTime_Sys,0))/capture_duration_real>100 THEN 100 ELSE CASE WHEN 100*(capture_duration_real-VS_Cell_UnavailTime_OM-coalesce(VS_Cell_UnavailTime_Sys,0))/capture_duration_real<0 THEN 0 ELSE 100*(capture_duration_real-VS_Cell_UnavailTime_OM-coalesce(VS_Cell_UnavailTime_Sys,0))/capture_duration_real END END	1	1	customisateur	1	1	total	float4
kpis.0091.01.cell_availability_value	CELL_AVAILABILITY_VALUE	edw_huaran_cellb_axe1	CELL AVAILABILITY VALUE	Time period during which the cell was available for service 	capture_duration_real-VS_Cell_UnavailTime_OM-coalesce(VS_Cell_UnavailTime_Sys,0)	0	1	customisateur	1	1	total	float4
kpis.0091.01.cell_availability_period	CELL_AVAILABILITY_PERIOD	edw_huaran_cellb_axe1	CELL AVAILABILITY PERIOD	Cell availability measurement period  	NULL	0	1	customisateur	1	1	total	float4
kpis.0091.01.cell_downtime_manual	CELL_DOWNTIME_MANUAL	edw_huaran_cellb_axe1	CELL DOWNTIME MANUAL	Percentage of the capture period during which the cell was unavailable for service due to maintenance 	CASE WHEN 100*VS_Cell_UnavailTime_OM/capture_duration_real>100 THEN 100 ELSE 100*VS_Cell_UnavailTime_OM/capture_duration_real END	1	1	customisateur	1	1	total	float4
kpis.0091.01.cell_downtime_manual_duration	CELL_DOWNTIME_MANUAL_DURATION	edw_huaran_cellb_axe1	CELL DOWNTIME MANUAL DURATION	Capture period during which the cell was unavailable for service due to maintenance 	VS_Cell_UnavailTime_OM	0	1	customisateur	1	1	total	float4
kpis.0091.01.cell_downtime_system	CELL_DOWNTIME_SYSTEM	edw_huaran_cellb_axe1	CELL DOWNTIME SYSTEM	Percentage of the capture period during which the cell was unavailable for service due to system (fault) 	CASE WHEN 100*(capture_duration_real-coalesce(VS_Cell_UnavailTime_Sys,0))/capture_duration_real>100 THEN 100 ELSE 100*(capture_duration_real-coalesce(VS_Cell_UnavailTime_Sys,0))/capture_duration_real END	1	1	customisateur	1	1	total	float4
kpis.0091.01.cell_downtime_system_duration	CELL_DOWNTIME_SYSTEM_DURATION	edw_huaran_cellb_axe1	CELL DOWNTIME SYSTEM DURATION	Capture period during which the cell was unavailable for service due to system (fault) 	coalesce(VS_Cell_UnavailTime_Sys,0)	0	1	customisateur	1	1	total	float4
kpis.0091.01.hs_availability	HS_AVAILABILITY	edw_huaran_cellb_axe1	HSDPA SERVICE AVAILABILITY	Percentage of the capture period during which the Hsdsch service was available for service on the cell 	CASE WHEN 100*(capture_duration_real-coalesce(VS_Cell_HSDPA_UnavailTime,0))/capture_duration_real>100 THEN 100 ELSE CASE WHEN 100*(capture_duration_real-coalesce(VS_Cell_HSDPA_UnavailTime,0))/capture_duration_real<0 THEN 0 ELSE 100*(capture_duration_real-coalesce(VS_Cell_HSDPA_UnavailTime,0))/capture_duration_real END END	1	1	customisateur	1	1	total	float4
kpis.0091.01.cell_hs_downtime_manual	CELL_HS_DOWNTIME_MANUAL	edw_huaran_cellb_axe1	CELL HSDPA DOWNTIME MANUAL	Percentage of the capture period during which the Hsdsch service in the cell is unavailable due to manual 	CASE WHEN NULL>100 THEN 100 ELSE NULL END	1	1	customisateur	1	1	total	float4
kpis.0091.01.cell_hs_downtime_manual_duration	CELL_HS_DOWNTIME_MANUAL_DURATION	edw_huaran_cellb_axe1	CELL HSDPA DOWNTIME MANUAL DURATION	Capture period during which the Hsdsch service in the cell is unavailable due to manual 	NULL	0	1	customisateur	1	1	total	float4
kpis.0091.01.cell_hs_downtime_system	CELL_HS_DOWNTIME_SYSTEM	edw_huaran_cellb_axe1	CELL HSDPA DOWNTIME SYSTEM	Percentage of the capture period during which the Hsdsch service in the cell is unavailable due to system (fault) 	CASE WHEN 100*coalesce(VS_Cell_HSDPA_UnavailTime,0)/capture_duration_real>100 THEN 100 ELSE 100*coalesce(VS_Cell_HSDPA_UnavailTime,0)/capture_duration_real END	1	1	customisateur	1	1	total	float4
kpis.0091.01.cell_hs_downtime_system_duration	CELL_HS_DOWNTIME_SYSTEM_DURATION	edw_huaran_cellb_axe1	CELL HSDPA DOWNTIME SYSTEM DURATION	Capture period during which the Hsdsch service in the cell is unavailable due to system (fault) 	coalesce(VS_Cell_HSDPA_UnavailTime,0)	0	1	customisateur	1	1	total	float4
kpis.0091.01.eul_availability	EUL_AVAILABILITY	edw_huaran_cellb_axe1	EUL (HSUPA) SERVICE AVAILABILITY	Percentage of the capture period during which the Eul service was available for service on the cell 	CASE WHEN 100*(capture_duration_real-coalesce(VS_Cell_HSUPA_UnavailTime,0))/capture_duration_real>100 THEN 100 ELSE CASE WHEN 100*(capture_duration_real-coalesce(VS_Cell_HSUPA_UnavailTime,0))/capture_duration_real<0 THEN 0 ELSE 100*(capture_duration_real-coalesce(VS_Cell_HSUPA_UnavailTime,0))/capture_duration_real END END	1	1	customisateur	1	1	total	float4
kpis.0091.01.cell_eul_downtime_manual	CELL_EUL_DOWNTIME_MANUAL	edw_huaran_cellb_axe1	CELL EUL (HSUPA) DOWNTIME MANUAL	Percentage of the capture period during which the Eul service in the cell has been unavailable because the system has considered the cell as down, for example, at least one of the MOs Eul, Hsdsch, UtranCell, Pch, Rach or Fach has been disabled while all these MOs have been unlocked. 	CASE WHEN NULL>100 THEN 100 ELSE NULL END	1	1	customisateur	1	1	total	float4
kpis.0091.01.cell_eul_downtime_manual_duration	CELL_EUL_DOWNTIME_MANUAL_DURATION	edw_huaran_cellb_axe1	CELL EUL (HSUPA) DOWNTIME MANUAL DURATION	Capture period during which the Eul service in the cell has been unavailable because the system has considered the cell as down, for example, at least one of the MOs Eul, Hsdsch, UtranCell, Pch, Rach or Fach has been disabled while all these MOs have been unlocked. 	NULL	0	1	customisateur	1	1	total	float4
kpis.0091.01.cell_eul_downtime_system	CELL_EUL_DOWNTIME_SYSTEM	edw_huaran_cellb_axe1	CELL EUL (HSUPA) DOWNTIME SYSTEM	Percentage of the capture period during which the Eul service in the cell has been unavailable due to operator setting, for example, the operator has locked at least one of the MOs Eul, Hsdsch, UtranCell, Pch, Rach or Fach. 	CASE WHEN 100*coalesce(VS_Cell_HSUPA_UnavailTime,0)/capture_duration_real>100 THEN 100 ELSE 100*coalesce(VS_Cell_HSUPA_UnavailTime,0)/capture_duration_real END	1	1	customisateur	1	1	total	float4
