id_ligne	kpi_name	edw_group_table	kpi_label	comment	kpi_formula	pourcentage	on_off	value_type	new_field	visible	numerator_denominator	kpi_type
kpis.0095.01.04005	Nb_Call_Setup_Failures	edw_huabss_bss_axe1	Call Setup Failures Number (Nb)	SDCCH DROPS + TCH ASSIGNMENT FAILURES 	CM30+K3022+K3012A+K3012B	0	1	customisateur	1	1	total	float4
kpis.0095.01.04006	Call_Setup_Failure_Rate	edw_huabss_bss_axe1	Call Setup Failure Rate (%)	1-Call Setup Success Rate  	CASE WHEN (1-(K3003/K3000*(1-CM30/K3003)*(K3023+K3013A+K3013B)/(K3020+K3010A+K3010B)))*100>100 THEN 100 ELSE (1-(K3003/K3000*(1-CM30/K3003)*(K3023+K3013A+K3013B)/(K3020+K3010A+K3010B)))*100 END	1	1	customisateur	1	1	total	float4
kpis.0095.01.04007	Call_Success_Rate	edw_huabss_bss_axe1	Call Success Rate   (%)	Accessibility to SDCCH*(1-SDCCH Drop Rate)*Accessibility to TCH*(1-TCH Drop Rate) 	CASE WHEN K3003/K3000*(1-CM30/K3003)*((K3023+K3013A+K3013B)/(K3020+K3010A+K3010B))*(1-(K3022+K3012A+K3012B)/(K3023+K3013A+K3013B))*100>100 THEN 100 ELSE K3003/K3000*(1-CM30/K3003)*((K3023+K3013A+K3013B)/(K3020+K3010A+K3010B))*(1-(K3022+K3012A+K3012B)/(K3023+K3013A+K3013B))*100 END	1	1	customisateur	1	1	total	float4
kpis.0095.01.04008	TCH_SUCCESS_END	edw_huabss_bss_axe1	Call Success Ended Number (Nb)	Number of successful calls finished on cell (Assignements + successful incoming - Successful outgoing) 	NULL	0	1	customisateur	1	1	total	float4
kpis.0095.01.04011	NB_CALL_DROPS	edw_huabss_bss_axe1	Call Drops Number (Nb)	Number of call drops on the cells 	K3022+K3012A+K3012B	0	1	customisateur	1	1	total	float4
kpis.0095.01.04010	Call_Drop_Rate	edw_huabss_bss_axe1	Call Drops Rate (%)	Rate of dropped calls (system + radio + HO + pre-emption) over the total amount of calls with a successful end 	CASE WHEN (K3022+K3012A+K3012B)/(K3023+K3013A+K3013B)*100>100 THEN 100 ELSE (K3022+K3012A+K3012B)/(K3023+K3013A+K3013B)*100 END	1	1	customisateur	1	1	total	float4
kpis.0095.01.04013	C_NB_CALL_DROPS	edw_huabss_bss_axe1	Corporate Call Drops Number (Nb)	Number of call drops on the cells 	K3022+K3012A+K3012B	0	1	customisateur	1	1	total	float4
kpis.0095.01.04014	C_NB_CALLS_ALL	edw_huabss_bss_axe1	Corporate TCH Success Ended Number (Nb)	Number of successful calls finished on cell (Assignements + successful incoming - Successful outgoing) 	K3023+K3013A+K3013B	0	1	customisateur	1	1	total	float4
kpis.0095.01.04017	TCH_TIME_CONGESTION	edw_huabss_bss_axe1	TCH Time Congestion (Nb)	TCH TIME CONGESTION 	R3541+R3542	0	1	customisateur	1	1	total	float4
kpis.0095.01.04019	TCH_TIME_CONGESTION_RATE	edw_huabss_bss_axe1	TCH Time Congestion Rate (%)	TCH TIME CONGESTION RATE 	CASE WHEN 100*(R3541+R3542)/CAPTURE_DURATION_REAL>100 THEN 100 ELSE 100*(R3541+R3542)/CAPTURE_DURATION_REAL END	1	1	customisateur	1	1	total	float4
kpis.0095.01.04018	CALL_MINUTES_BTN_DROPS	edw_huabss_bss_axe1	Call Minutes Between Drops (Nb)	Call Minutes between Drops 	NULL	0	1	customisateur	1	1	total	float4
kpis.0095.01.05001	Nb_Dropped_TCH_Connections	edw_huabss_bss_axe1	TCH Dropped Total Number (Nb)	Number of TCH dropped (system + radio + handover + pre-emption) 	K3022+K3012A+K3012B	0	1	customisateur	1	1	total	float4
kpis.0095.01.05016	TCH_Drop_Rate	edw_huabss_bss_axe1	TCH Drop Rate (%)	Rate of TCH dropped (system + radio + handover + pre-emption) over the total amount of calls established in the cell. 	CASE WHEN (K3022+K3012A+K3012B)/(K3023+K3013A+K3013B)*100>100 THEN 100 ELSE (K3022+K3012A+K3012B)/(K3023+K3013A+K3013B)*100 END	1	1	customisateur	1	1	total	float4
kpis.0095.01.05003	NB_DROP_RADIO	edw_huabss_bss_axe1	TCH Drop Radio Number (Nb)	number of drops due to radio problem 	M3101A+M3101D+M3201A+M3201D	0	1	customisateur	1	1	total	float4
kpis.0095.01.05004	TCH_DROP_RADIO_RATE	edw_huabss_bss_axe1	TCH Drop Radio Rate (%)	Rate of TCH dropped due to radio problems. 	CASE WHEN 100*(M3101A+M3101D+M3201A+M3201D)/(K3023+K3013A+K3013B)>100 THEN 100 ELSE 100*(M3101A+M3101D+M3201A+M3201D)/(K3023+K3013A+K3013B) END	1	1	customisateur	1	1	total	float4
kpis.0095.01.05005	NB_DROP_HANDOVER	edw_huabss_bss_axe1	TCH Drop Handover Number (Nb)	Number of drop on handover procedure 	M3101B+M315+M3201B+M325	0	1	customisateur	1	1	total	float4
kpis.0095.01.05006	TCH_DROP_HO_RATE	edw_huabss_bss_axe1	TCH Drop Handover Rate (%)	Rate of TCH dropped due to outgoing intracell, internal intercell and external HO failures. 	CASE WHEN 100*(M3101B+M315+M3201B+M325)/(K3023+K3013A+K3013B)>100 THEN 100 ELSE 100*(M3101B+M315+M3201B+M325)/(K3023+K3013A+K3013B) END	1	1	customisateur	1	1	total	float4
kpis.0095.01.05007	NB_DROP_BSS	edw_huabss_bss_axe1	TCH Drop BSS Number (Nb)	Number of drops due to BSS problems(internal BSS problems and remote transcoder problems). 	M3101C+M313+M314+M3201C+M323+M324	0	1	customisateur	1	1	total	float4
kpis.0095.01.05008	TCH_DROP_BSS_RATE	edw_huabss_bss_axe1	TCH Drop BSS Rate (%)	Rate of TCH dropped due to BSS problems (internal BSS problems and remote transcoder problems). 	CASE WHEN 100*(M3101C+M313+M314+M3201C+M323+M324)/(K3023+K3013A+K3013B)>100 THEN 100 ELSE 100*(M3101C+M313+M314+M3201C+M323+M324)/(K3023+K3013A+K3013B) END	1	1	customisateur	1	1	total	float4
kpis.0095.01.05038	NB_DROP_OTHERS	edw_huabss_bss_axe1	TCH Drop Others Number (Nb)	Others reasons for drops 	M3100A+M3100B+M3100C+M3101E+M3102+M312+M316+M3200A+M3200B+M3200C+M3201E+M3202+M322+M326	0	1	customisateur	1	1	total	float4
kpis.0095.01.05037	TCH_DROP_OTHERS	edw_huabss_bss_axe1	TCH Drop Others Rate (%)	Others reasons for drops rate 	CASE WHEN 100*(M3100A+M3100B+M3100C+M3101E+M3102+M312+M316+M3200A+M3200B+M3200C+M3201E+M3202+M322+M326)/(K3023+K3013A+K3013B)>100 THEN 100 ELSE 100*(M3100A+M3100B+M3100C+M3101E+M3102+M312+M316+M3200A+M3200B+M3200C+M3201E+M3202+M322+M326)/(K3023+K3013A+K3013B) END	1	1	customisateur	1	1	total	float4
kpis.0095.01.05015	Mean_Time_between_TCH_Drop	edw_huabss_bss_axe1	TCH Time Between Drops (s)	This item indicates average duration of MS seizing TCH after which a TCH call drop occurs. .Capture_duration_real*traffic erlang/call drop 	CAPTURE_DURATION_REAL*K3014/CM33	0	1	customisateur	1	1	total	float4
kpis.0095.01.06001	Nb_dropped_SDCCH_Connections	edw_huabss_bss_axe1	SDCCH Dropped Total Number (Nb)	Number of dropped SDCCH Connections 	CM30	0	1	customisateur	1	1	total	float4
kpis.0095.01.06002	SDCCH_ASSIGN_SUCCESS	edw_huabss_bss_axe1	SDCCH Success Ended Number (Nb)	Total number of SDCCH successfully seized by mobile during radio link establishment procedure 	K3003	0	1	customisateur	1	1	total	float4
kpis.0095.01.06003	SDCCH_Drop_Rate	edw_huabss_bss_axe1	SDCCH Drop Rate  (%)	Rate of dropped SDCCH (SDCCH is established for any transaction OC, TC, LU,...) including TCH congestion 	CASE WHEN CM30/K3003*100>100 THEN 100 ELSE CM30/K3003*100 END	1	1	customisateur	1	1	total	float4
kpis.0095.01.06004	C_Nb_dropped_SDCCH_Connections	edw_huabss_bss_axe1	Corporate SDCCH Dropped Total Number (Nb)	Number of dropped SDCCH Connections 	CM30	0	1	customisateur	1	1	total	float4
kpis.0095.01.06005	C_SDCCH_ASSIGN_SUCCESS	edw_huabss_bss_axe1	Corporate SDCCH Success Ended Number (Nb)	Total number of SDCCH successfully seized by mobile during radio link establishment procedure 	K3003	0	1	customisateur	1	1	total	float4
kpis.0095.01.sdcch_drop_radio_nb	SDCCH_DROP_RADIO_NB	edw_huabss_bss_axe1	SDCCH Drop Radio NB (Nb)	number of SDCCH drops due to radio problem 	M3001A+M3001D	0	1	customisateur	1	1	total	float4
kpis.0095.01.sdcch_drop_radio_rate	SDCCH_DROP_RADIO_RATE	edw_huabss_bss_axe1	SDCCH Drop Radio Rate (%)	Rate of SDCCH dropped due to radio problems. 	CASE WHEN 100*(M3001A+M3001D)/K3003>100 THEN 100 ELSE 100*(M3001A+M3001D)/K3003 END	1	1	customisateur	1	1	total	float4
kpis.0095.01.sdcch_drop_handover_nb	SDCCH_DROP_HANDOVER_NB	edw_huabss_bss_axe1	SDCCH Drop Handover NB (Nb)	Number of SDCCH drop on handover procedure 	M3001B+M305	0	1	customisateur	1	1	total	float4
kpis.0095.01.sdcch_drop_ho_rate	SDCCH_DROP_HO_RATE	edw_huabss_bss_axe1	SDCCH Drop Handover Rate (%)	Rate of SDCCH dropped due to outgoing intracell, internal intercell and external HO failures. 	CASE WHEN 100*(M3001B+M305)/K3003>100 THEN 100 ELSE 100*(M3001B+M305)/K3003 END	1	1	customisateur	1	1	total	float4
kpis.0095.01.sdcch_drop_bss_nb	SDCCH_DROP_BSS_NB	edw_huabss_bss_axe1	SDCCH Drop BSS NB (Nb)	Number of SDCCH drops due to BSS problems(internal BSS problems and remote transcoder problems). 	M3001C+M303+M304	0	1	customisateur	1	1	total	float4
kpis.0095.01.sdcch_drop_bss_rate	SDCCH_DROP_BSS_RATE	edw_huabss_bss_axe1	SDCCH Drop BSS Rate (%)	Rate of SDCCH dropped due to BSS problems (internal BSS problems and remote transcoder problems). 	CASE WHEN 100*(M3001C+M303+M304)/K3003>100 THEN 100 ELSE 100*(M3001C+M303+M304)/K3003 END	1	1	customisateur	1	1	total	float4
kpis.0095.01.sdcch_drop_others_nb	SDCCH_DROP_OTHERS_NB	edw_huabss_bss_axe1	SDCCH Drop Others NB (Nb)	Others reasons for SDCCH drops 	M3000A+M3000B+M3000C+M3001E+M3002+M302+M306	0	1	customisateur	1	1	total	float4
kpis.0095.01.sdcch_drop_others_rate	SDCCH_DROP_OTHERS_RATE	edw_huabss_bss_axe1	SDCCH Drop Others Rate (%)	Others reasons for drops SDCCH rate 	CASE WHEN 100*(M3000A+M3000B+M3000C+M3001E+M3002+M302+M306)/K3003>100 THEN 100 ELSE 100*(M3000A+M3000B+M3000C+M3001E+M3002+M302+M306)/K3003 END	1	1	customisateur	1	1	total	float4
kpis.0095.01.07011	NB_TCH_BLOCKED	edw_huabss_bss_axe1	TCH Blocked Number (Nb)	Attempted TCH seizures meeting TCH overflow 	K3021+K3011A+K3011B	0	1	customisateur	1	1	total	float4
kpis.0095.01.07012	C_NB_TCH_BLOCKED	edw_huabss_bss_axe1	Coporate TCH Blocked Number (Nb)	Attempted TCH seizures meeting TCH overflow 	K3021+K3011A+K3011B	0	1	customisateur	1	1	total	float4
kpis.0095.01.07013	TCH_Blocking_Rate	edw_huabss_bss_axe1	TCH Blocking Rate (%)	Attempted TCH seizures meeting TCH overflow/Attempted TCH seizures  	CASE WHEN (K3021+K3011A+K3011B)/(K3020+K3010A+K3010B)*100>100 THEN 100 ELSE (K3021+K3011A+K3011B)/(K3020+K3010A+K3010B)*100 END	1	1	customisateur	1	1	total	float4
kpis.0095.01.07014	TCH_Mean_Holding_Time	edw_huabss_bss_axe1	TCH Mean Holding Time (s)	Average RTCH seizure duration. 	K3014_SUM*3600/(K3023+K3013A+K3013B)	0	1	customisateur	1	1	total	float4
kpis.0095.01.07003	TCH_Traffic_Carried	edw_huabss_bss_axe1	TCH Traffic Carried Total (erlang)	TCH Traffic Carried in erlang, average traffic over one hour 	K3014	0	1	customisateur	1	1	total	float4
kpis.0095.01.07001	TCH_FULL_RATE_ERLANG	edw_huabss_bss_axe1	TCH Traffic Full Rate Erlang (erlang)	TCH FR Erlang 	K3014-K3034	0	1	customisateur	1	1	total	float4
kpis.0095.01.07002	TCH_HALF_RATE_ERLANG	edw_huabss_bss_axe1	TCH Traffic Half Rate Erlang (erlang)	TCH HR Erlang 	K3034	0	1	customisateur	1	1	total	float4
kpis.0095.01.07021	TCH_FULL_RATE_AMR_ERLANG	edw_huabss_bss_axe1	TCH Traffic Full Rate AMR Erlang (erlang)	Traffic in Erlang B when the codec is in AMR full rate 	NULL	0	1	customisateur	1	1	total	float4
kpis.0095.01.07022	TCH_HALF_RATE_AMR_ERLANG	edw_huabss_bss_axe1	TCH Traffic Half Rate AMR Erlang (erlang)	Traffic in Erlang B when the codec is in AMR half rate 	NULL	0	1	customisateur	1	1	total	float4
kpis.0095.01.07004	TCH_Traffic_Carried_1800	edw_huabss_bss_axe1	TCH Traffic Carried for 1800 Band (erlang)	TCH Traffic Carried in erlang for 1800 band 	AR3551B+AR3552B	0	1	customisateur	1	1	total	float4
kpis.0095.01.07005	TCH_Traffic_Carried_900	edw_huabss_bss_axe1	TCH Traffic Carried for 900 Band (erlang)	TCH Traffic Carried in erlang for 900 band 	AR3551A+AR3552A	0	1	customisateur	1	1	total	float4
kpis.0095.01.07008	TCH_Traffic_Carried_SUM	edw_huabss_bss_axe1	TCH Traffic Carried Total SUM (erlang)	TCH Traffic Carried in erlang, average traffic over one hour 	K3014_SUM	0	1	customisateur	1	1	total	float4
kpis.0095.01.07006	TCH_FULL_RATE_ERLANG_SUM	edw_huabss_bss_axe1	TCH Traffic Full Rate Erlang SUM (erlang)	TCH FR Erlang 	K3014_SUM-K3034_SUM	0	1	customisateur	1	1	total	float4
kpis.0095.01.07007	TCH_HALF_RATE_ERLANG_SUM	edw_huabss_bss_axe1	TCH Traffic Half Rate Erlang SUM (erlang)	TCH HR Erlang 	K3034_SUM	0	1	customisateur	1	1	total	float4
kpis.0095.01.07023	TCH_FULL_RATE_AMR_ERLANG_SUM	edw_huabss_bss_axe1	TCH Traffic Full Rate AMR Erlang SUM (erlang)	Traffic in Erlang B when the codec is in AMR full rate 	NULL	0	1	customisateur	1	1	total	float4
kpis.0095.01.07024	TCH_HALF_RATE_AMR_ERLANG_SUM	edw_huabss_bss_axe1	TCH Traffic Half Rate AMR Erlang SUM (erlang)	Traffic in Erlang B when the codec is in AMR half rate 	NULL	0	1	customisateur	1	1	total	float4
kpis.0095.01.07009	TCH_Traffic_Carried_1800_SUM	edw_huabss_bss_axe1	TCH Traffic Carried for 1800 Band SUM (erlang)	TCH Traffic Carried in erlang for 1800 band 	AR3551B_SUM+AR3552B_SUM	0	1	customisateur	1	1	total	float4
kpis.0095.01.07010	TCH_Traffic_Carried_900_SUM	edw_huabss_bss_axe1	TCH Traffic Carried for 900 Band SUM (erlang)	TCH Traffic Carried in erlang for 900 band 	AR3551A_SUM+AR3552A_SUM	0	1	customisateur	1	1	total	float4
kpis.0095.01.07025	PERCENTAGE_TCH_FULL_RATE	edw_huabss_bss_axe1	TCH Traffic Full Rate Erlang Percentage (%)	Percentage of full rate over all traffic based on KPI Erlang average. 	CASE WHEN NULL>100 THEN 100 ELSE NULL END	1	1	customisateur	1	1	total	float4
kpis.0095.01.07026	PERCENTAGE_TCH_HALF_RATE	edw_huabss_bss_axe1	TCH Traffic Half Rate Erlang Percentage (%)	Percentage of half rate over all traffic based on KPI Erlang average. 	CASE WHEN NULL>100 THEN 100 ELSE NULL END	1	1	customisateur	1	1	total	float4
kpis.0095.01.07027	PERCENTAGE_TCH_FULL_RATE_AMR	edw_huabss_bss_axe1	TCH Traffic Full Rate AMR Erlang Percentage (%)	Percentage of full rate AMR over all traffic based on KPI Erlang average. 	CASE WHEN NULL>100 THEN 100 ELSE NULL END	1	1	customisateur	1	1	total	float4
kpis.0095.01.07028	PERCENTAGE_TCH_HALF_RATE_AMR	edw_huabss_bss_axe1	TCH Traffic Half Rate AMR Erlang Percentage (%)	Percentage of half rate AMR over all traffic based on KPI Erlang average. 	CASE WHEN NULL>100 THEN 100 ELSE NULL END	1	1	customisateur	1	1	total	float4
kpis.0095.01.07032	TRAFFIC_CAPACITY	edw_huabss_bss_axe1	TCH Traffic Capacity at 2% GOS (erlang)	Based on TCH resources and half rate activation. Traffic in erlang.(erlang function at 2 GOS) based on KPI Erlang average. 	erlangb_traffic(K3016,0.02)	0	1	customisateur	1	1	total	float4
kpis.0095.01.07031	TRAFFIC_UTILIZATION	edw_huabss_bss_axe1	TCH Traffic Utilization At 2% GOS (%)	Traffic carried/ Traffic capacity (erlang function at 2 GOS) based on KPI Erlang average. 	100*K3014/erlangb_traffic(K3016,0.02)	0	1	customisateur	1	1	total	float4
kpis.0095.01.07036	TCH_TRAFFIC_OFFERED	edw_huabss_bss_axe1	TCH Traffic Offered 2% GOS (erlang)	TRAFFIC OFFERED for TCH (erlang function at 2 GOS) 	erlangb_traffic(K3015,0.02)	0	1	customisateur	1	1	total	float4
kpis.0095.01.07034	TRAFFIC_EFFICIENCY	edw_huabss_bss_axe1	TCH Traffic Efficiency 2% GOS (%)	Traffic carried/ Traffic offered (erlang function at 2 GOS) based on KPI Erlang average. 	100*K3014/erlangb_traffic(K3015,0.02)	0	1	customisateur	1	1	total	float4
kpis.0095.01.07039	REQUIRED_CHANNEL	edw_huabss_bss_axe1	TCH Required Channels at 2% GOS (Nb)	Number of TCH to add (or to subtract) to those existing for each cell in order to affect the right number of useful TCH. 	round(erlangb_ressource(K3014,0.02))-round(K3016)	0	1	customisateur	1	1	total	float4
kpis.0095.01.07040	TRAFFIC_CAPACITY_5GOS	edw_huabss_bss_axe1	TCH Traffic Capacity at 5% GOS (erlang)	Based on TCH resources and half rate activation. Traffic in erlang.(erlang function at 5 GOS) 	NULL	0	1	customisateur	1	0	total	float4
kpis.0095.01.07042	TRAFFIC_UTILIZATION_5GOS	edw_huabss_bss_axe1	TCH Traffic Utilization at 5% GOS (%)	TCH Traffic carried/ TCH Traffic capacity (erlang function at 5 GOS) 	NULL	0	1	customisateur	1	0	total	float4
kpis.0095.01.07041	TCH_TRAFFIC_OFFERED_5GOS	edw_huabss_bss_axe1	TCH Traffic Offered 5% GOS (erlang)	TRAFFIC OFFERED for TCH (erlang function at 5 GOS) 	NULL	0	1	customisateur	1	0	total	float4
kpis.0095.01.07047	TRAFFIC_EFFICIENCY_5GOS	edw_huabss_bss_axe1	TCH Traffic Efficiency 5% GOS (%)	Traffic carried/ Traffic offered (erlang function at 5% GOS) based on KPI Erlang average. 	NULL	0	1	customisateur	1	0	total	float4
kpis.0095.01.07043	REQUIRED_CHANNEL_5GOS	edw_huabss_bss_axe1	TCH Required Channels at 5% GOS (Nb)	Number of TCH to add (or to subtract) to those existing for each cell in order to affect the right number of useful TCH. 	NULL	0	1	customisateur	1	0	total	float4
kpis.0095.01.07046	GOS_AT_BH	edw_huabss_bss_axe1	TCH Grade Of Service (%)	Grade of service 	CASE WHEN erlangb_gos(K3014,K3015)>100 THEN 100 ELSE erlangb_gos(K3014,K3015) END	1	1	customisateur	1	1	total	float4
kpis.0095.01.07035	TOTAL_TRAFFIC_CARRIED	edw_huabss_bss_axe1	Traffic Carried Total (TCH+SDCCH) (erlang)	TRAFFIC carried TCH + SDCCH 	K3014+K3004	0	1	customisateur	1	1	total	float4
kpis.0095.01.07037	TOTAL_TRAFFIC_CARRIED_SUM	edw_huabss_bss_axe1	Traffic Carried Total  (TCH+SDCCH) SUM (erlang)	TRAFFIC carried TCH + SDCCH 	K3014_SUM+K3004_SUM	0	1	customisateur	1	1	total	float4
kpis.0095.01.08004	NB_SDCCH_BLOCKED	edw_huabss_bss_axe1	SDCCH Blocked Number (Nb)	Attempted SDCCH seizures meeting SDCCH overflow 	K3001	0	1	customisateur	1	1	total	float4
kpis.0095.01.08005	C_NB_SDCCH_BLOCKED	edw_huabss_bss_axe1	Corporate SDCCH Blocked Number (Nb)	Attempted SDCCH seizures meeting SDCCH overflow 	K3001	0	1	customisateur	1	1	total	float4
kpis.0095.01.08003	SDCCH_Blocking_Rate	edw_huabss_bss_axe1	SDCCH Blocking Rate (%)	SDCCH Blocking Rate 	CASE WHEN K3001/K3000*100>100 THEN 100 ELSE K3001/K3000*100 END	1	1	customisateur	1	1	total	float4
kpis.0095.01.08001	SDCCH_Traffic_Carried	edw_huabss_bss_axe1	SDCCH Traffic Carried (erlang)	SDCCH Erlang (1 Erl = 1 subchannel occupancy) 	K3004	0	1	customisateur	1	1	total	float4
kpis.0095.01.08002	SDCCH_Traffic_Carried_SUM	edw_huabss_bss_axe1	SDCCH Traffic Carried SUM (erlang)	SDCCH Erlang (1 Erl = 1 subchannel occupancy) 	K3004_SUM	0	1	customisateur	1	1	total	float4
kpis.0095.01.08006	SDCCH_Mean_Holding_Time	edw_huabss_bss_axe1	SDCCH Mean Holding Time (s)	Average SDCCH holding time 	K3004_SUM*3600/K3003	0	1	customisateur	1	1	total	float4
kpis.0095.01.09010	PAGING_SUCCESS_RATE	edw_huabss_bss_axe1	Paging Success Rate (%)	The rate of success circuit paging messages 	CASE WHEN NULL>100 THEN 100 ELSE NULL END	1	1	customisateur	1	1	total	float4
