id_ligne	nms_table	nms_field_name	edw_group_table	edw_target_field_name	edw_field_name	edw_field_type	edw_agregation_function	edw_agregation_formula	new_date	new_field	on_off	id_group_table	aggregated_flag	comment	visible	default_value	flat_file_position	edw_field_name_label
raws.0075.BSS.00025	CELEVENTI	HOINBOCH	edw_eribss_bss_axe1	celeventi_hoinboch	CELEVENTI_HOINBOCH	float4	SUM	SUM(celeventi_hoinboch)	20100413	1	1	1	1	Number of unsuccessful intra cell handover attempts, MS back on old channel	1	0		CELEVENTI_HOINBOCH
raws.0075.BSS.00026	CELEVENTI	BCDTCBCOM	edw_eribss_bss_axe1	celeventi_bcdtcbcom	CELEVENTI_BCDTCBCOM	float4	SUM	SUM(celeventi_bcdtcbcom)	20100413	1	0	1	1	Number of successful intra cell handovers due to optimization of TCH usage.	1	0		CELEVENTI_BCDTCBCOM
raws.0075.BSS.00027	CELEVENTI	BCLOSSCOM	edw_eribss_bss_axe1	celeventi_bclosscom	CELEVENTI_BCLOSSCOM	float4	SUM	SUM(celeventi_bclosscom)	20100413	1	0	1	1	Number of intra cell handover attempts out of BCCH channel group, BCCHTCB criteria.	1	0		CELEVENTI_BCLOSSCOM
raws.0075.BSS.00028	CELEVENTI	BCDTCBSUC	edw_eribss_bss_axe1	celeventi_bcdtcbsuc	CELEVENTI_BCDTCBSUC	float4	SUM	SUM(celeventi_bcdtcbsuc)	20100413	1	0	1	1	Number of intra cell handover attempts out of BCCH channel group, BCCHLOSS criteria.	1	0		CELEVENTI_BCDTCBSUC
raws.0075.BSS.00029	CELEVENTI	BCLOSSSUC	edw_eribss_bss_axe1	celeventi_bclosssuc	CELEVENTI_BCLOSSSUC	float4	SUM	SUM(celeventi_bclosssuc)	20100413	1	0	1	1	Number of successful intra cell handovers out of BCCH channel group, BCCHTCB criteria.	1	0		CELEVENTI_BCLOSSSUC
raws.0075.BSS.00030	CELEVENTI	HOSUCTCHOPT	edw_eribss_bss_axe1	celeventi_hosuctchopt	CELEVENTI_HOSUCTCHOPT	float4	SUM	SUM(celeventi_hosuctchopt)	20100413	1	0	1	1	Number of successful intra cell handovers out of BCCH channel group, BCCHLOSS criteria	1	0		CELEVENTI_HOSUCTCHOPT
raws.0075.BSS.00031	CELEVENTI	HOATTHRPACK	edw_eribss_bss_axe1	celeventi_hoatthrpack	CELEVENTI_HOATTHRPACK	float4	SUM	SUM(celeventi_hoatthrpack)	20100413	1	0	1	1	Number of intra cell handover attempts due to half rate packing.	1	0		CELEVENTI_HOATTHRPACK
raws.0075.BSS.00032	CELEVENTI	HOSUCHRPACK	edw_eribss_bss_axe1	celeventi_hosuchrpack	CELEVENTI_HOSUCHRPACK	float4	SUM	SUM(celeventi_hosuchrpack)	20100413	1	0	1	1	Number of successful intra cell handovers due to half rate packing.	1	0		CELEVENTI_HOSUCHRPACK
raws.0075.BSS.00033	CELEVENTI	HOINSRTL2BOCH	edw_eribss_bss_axe1	celeventi_hoinsrtl2boch	CELEVENTI_HOINSRTL2BOCH	float4	SUM	SUM(celeventi_hoinsrtl2boch)	20100413	1	0	1	1	Number of unsuccessful intra cell handover attempts, MS back on old channel using re-establishment of Layer 2	1	0		CELEVENTI_HOINSRTL2BOCH
raws.0075.BSS.00037	CELEVENTS	HOAATUL	edw_eribss_bss_axe1	celevents_hoaatul	CELEVENTS_HOAATUL	float4	SUM	SUM(celevents_hoaatul)	20100413	1	0	1	1	Handover attempts to underlaid subcell	1	0		CELEVENTS_HOAATUL
raws.0075.BSS.00038	CELEVENTS	HOSUCUL	edw_eribss_bss_axe1	celevents_hosucul	CELEVENTS_HOSUCUL	float4	SUM	SUM(celevents_hosucul)	20100413	1	0	1	1	Number of Successful handover attempts to underlaid subcell	1	0		CELEVENTS_HOSUCUL
raws.0075.BSS.00039	CELEVENTS	HOAATOL	edw_eribss_bss_axe1	celevents_hoaatol	CELEVENTS_HOAATOL	float4	SUM	SUM(celevents_hoaatol)	20100413	1	0	1	1	Number of handover attempts from underlaid to overlaid subcell. The corresponding counter for handover to underlaid subcell is called HOAATUL.	1	0		CELEVENTS_HOAATOL
raws.0075.BSS.00040	CELEVENTS	HOSUCOL	edw_eribss_bss_axe1	celevents_hosucol	CELEVENTS_HOSUCOL	float4	SUM	SUM(celevents_hosucol)	20100413	1	0	1	1	Number of successful assignment attempts to overlaid subcell. The corresponding counter for underlaid subcell is called HOSUCUL.	1	0		CELEVENTS_HOSUCOL
raws.0075.BSS.00041	CELEVENTS	HOATTULBQ	edw_eribss_bss_axe1	celevents_hoattulbq	CELEVENTS_HOATTULBQ	float4	SUM	SUM(celevents_hoattulbq)	20100413	1	0	1	1	Handover Channel Change registrations for subcell.	1	0		CELEVENTS_HOATTULBQ
raws.0075.BSS.00042	CELEVENTS	HOSUCULBQ	edw_eribss_bss_axe1	celevents_hosuculbq	CELEVENTS_HOSUCULBQ	float4	SUM	SUM(celevents_hosuculbq)	20100413	1	0	1	1	Handover Channel Change registrations for subcell.	1	0		CELEVENTS_HOSUCULBQ
raws.0075.BSS.00043	CELEVENTS	HOATTULMAXIHO	edw_eribss_bss_axe1	celevents_hoattulmaxiho	CELEVENTS_HOATTULMAXIHO	float4	SUM	SUM(celevents_hoattulmaxiho)	20100413	1	0	1	1	Number of handover attempts from OL to UL subcell due to maximum number of intracell handovers in OL subcell.	1	0		CELEVENTS_HOATTULMAXIHO
raws.0075.BSS.00044	CELEVENTS	HOSUCULMAXIHO	edw_eribss_bss_axe1	celevents_hosuculmaxiho	CELEVENTS_HOSUCULMAXIHO	float4	SUM	SUM(celevents_hosuculmaxiho)	20100413	1	0	1	1	Number of successful handover attempts from OL to UL subcell due to maximum number of intracell handovers in OL subcell.	1	0		CELEVENTS_HOSUCULMAXIHO
raws.0075.BSS.00045	CELEVENTS	HOATTOLMAXIHO	edw_eribss_bss_axe1	celevents_hoattolmaxiho	CELEVENTS_HOATTOLMAXIHO	float4	SUM	SUM(celevents_hoattolmaxiho)	20100413	1	0	1	1	Number of handover attempts from UL to OL subcell due to maximum number of intracell handovers in UL subcell.	1	0		CELEVENTS_HOATTOLMAXIHO
raws.0075.BSS.00046	CELEVENTS	HOSUCOLMAXIHO	edw_eribss_bss_axe1	celevents_hosucolmaxiho	CELEVENTS_HOSUCOLMAXIHO	float4	SUM	SUM(celevents_hosucolmaxiho)	20100413	1	0	1	1	Number of successful handover attempts from UL to OL subcell due to maximum number of intracell handovers in UL subcell.	1	0		CELEVENTS_HOSUCOLMAXIHO
raws.0075.BSS.00050	CELEVENTSC	SCLDCOMUL	edw_eribss_bss_axe1	celeventsc_scldcomul	CELEVENTSC_SCLDCOMUL	float4	SUM	SUM(celeventsc_scldcomul)	20100413	1	0	1	1	Number of handover subcell change attempts to underlaid subcell, due to Subcell Load Distribution	1	0		CELEVENTSC_SCLDCOMUL
raws.0075.BSS.00051	CELEVENTSC	SCLDSUCUL	edw_eribss_bss_axe1	celeventsc_scldsucul	CELEVENTSC_SCLDSUCUL	float4	SUM	SUM(celeventsc_scldsucul)	20100413	1	0	1	1	Number of successful handover subcell change attempts to underlaid subcell, due to Subcell Load Distribution	1	0		CELEVENTSC_SCLDSUCUL
raws.0075.BSS.00052	CELEVENTSC	DTCBCOMUL	edw_eribss_bss_axe1	celeventsc_dtcbcomul	CELEVENTSC_DTCBCOMUL	float4	SUM	SUM(celeventsc_dtcbcomul)	20100413	1	0	1	1	Number of handover subcell change attempts to underlaid subcell, due to DTCB	1	0		CELEVENTSC_DTCBCOMUL
raws.0075.BSS.00053	CELEVENTSC	DTCBSUCUL	edw_eribss_bss_axe1	celeventsc_dtcbsucul	CELEVENTSC_DTCBSUCUL	float4	SUM	SUM(celeventsc_dtcbsucul)	20100413	1	0	1	1	Number of successful handover subcell change attempts to underlaid subcell, due to DTCB	1	0		CELEVENTSC_DTCBSUCUL
raws.0075.BSS.00054	CELEVENTSC	LOLCOMUL	edw_eribss_bss_axe1	celeventsc_lolcomul	CELEVENTSC_LOLCOMUL	float4	SUM	SUM(celeventsc_lolcomul)	20100413	1	0	1	1	Number of handover subcell change attempts to underlaid subcell, due to LOL	1	0		CELEVENTSC_LOLCOMUL
raws.0075.BSS.00055	CELEVENTSC	LOLSUCUL	edw_eribss_bss_axe1	celeventsc_lolsucul	CELEVENTSC_LOLSUCUL	float4	SUM	SUM(celeventsc_lolsucul)	20100413	1	0	1	1	Number of successful handover subcell change attempts to underlaid subcell, due to LOL	1	0		CELEVENTSC_LOLSUCUL
raws.0075.BSS.00056	CELEVENTSC	TAOLCOMUL	edw_eribss_bss_axe1	celeventsc_taolcomul	CELEVENTSC_TAOLCOMUL	float4	SUM	SUM(celeventsc_taolcomul)	20100413	1	0	1	1	Number of handover subcell change attempts to underlaid subcell, due to TAOL	1	0		CELEVENTSC_TAOLCOMUL
raws.0075.BSS.00057	CELEVENTSC	TAOLSUCUL	edw_eribss_bss_axe1	celeventsc_taolsucul	CELEVENTSC_TAOLSUCUL	float4	SUM	SUM(celeventsc_taolsucul)	20100413	1	0	1	1	Number of successful handover subcell change attempts to underlaid subcell, due to TAOL	1	0		CELEVENTSC_TAOLSUCUL
raws.0075.BSS.00058	CELEVENTSC	OLSCLDCOM	edw_eribss_bss_axe1	celeventsc_olscldcom	CELEVENTSC_OLSCLDCOM	float4	SUM	SUM(celeventsc_olscldcom)	20100413	1	0	1	1	Number of handover subcell change attempts to overlaid subcel,l due to SCLD.	1	0		CELEVENTSC_OLSCLDCOM
raws.0075.BSS.00059	CELEVENTSC	OLSCLDSUC	edw_eribss_bss_axe1	celeventsc_olscldsuc	CELEVENTSC_OLSCLDSUC	float4	SUM	SUM(celeventsc_olscldsuc)	20100413	1	0	1	1	Number of successful handover subcell change attempts to overlaid subcell, due to SCLD.	1	0		CELEVENTSC_OLSCLDSUC
raws.0075.BSS.00063	CELLAFFER	TAF1ULFER	edw_eribss_bss_axe1	cellaffer_taf1ulfer	CELLAFFER_TAF1ULFER	float4	SUM	SUM(cellaffer_taf1ulfer)	20100413	1	0	1	1	Number of FER occurences in the range 0-FERTHR1, for codec type AMR FR, UL	1	0		CELLAFFER_TAF1ULFER
raws.0075.BSS.00064	CELLAFFER	TAF2ULFER	edw_eribss_bss_axe1	cellaffer_taf2ulfer	CELLAFFER_TAF2ULFER	float4	SUM	SUM(cellaffer_taf2ulfer)	20100413	1	0	1	1	Number of FER occurences in the range FERTHR1-FERTHR2, for codec type AMR FR, UL	1	0		CELLAFFER_TAF2ULFER
raws.0075.BSS.00065	CELLAFFER	TAF3ULFER	edw_eribss_bss_axe1	cellaffer_taf3ulfer	CELLAFFER_TAF3ULFER	float4	SUM	SUM(cellaffer_taf3ulfer)	20100413	1	0	1	1	Number of FER occurences in the range FERTHR2-FERTHR3, for codec type AMR FR, UL	1	0		CELLAFFER_TAF3ULFER
raws.0075.BSS.00066	CELLAFFER	TAF4ULFER	edw_eribss_bss_axe1	cellaffer_taf4ulfer	CELLAFFER_TAF4ULFER	float4	SUM	SUM(cellaffer_taf4ulfer)	20100413	1	0	1	1	Number of FER occurences in the range FERTHR3-FERTHR4, for codec type AMR FR, UL	1	0		CELLAFFER_TAF4ULFER
raws.0075.BSS.00067	CELLAFFER	TAF5ULFER	edw_eribss_bss_axe1	cellaffer_taf5ulfer	CELLAFFER_TAF5ULFER	float4	SUM	SUM(cellaffer_taf5ulfer)	20100413	1	0	1	1	Number of FER occurences in the range FERTHR4-96, for codec type AMR FR, UL	1	0		CELLAFFER_TAF5ULFER
raws.0075.BSS.00068	CELLAFFER	TAF1ULSUBFER	edw_eribss_bss_axe1	cellaffer_taf1ulsubfer	CELLAFFER_TAF1ULSUBFER	float4	SUM	SUM(cellaffer_taf1ulsubfer)	20100413	1	0	1	1	Number of FER occurences in the range 0-FERTHR1, for codec type AMR FR, overlaid subcell, UL	1	0		CELLAFFER_TAF1ULSUBFER
raws.0075.BSS.00069	CELLAFFER	TAF2ULSUBFER	edw_eribss_bss_axe1	cellaffer_taf2ulsubfer	CELLAFFER_TAF2ULSUBFER	float4	SUM	SUM(cellaffer_taf2ulsubfer)	20100413	1	0	1	1	Number of FER occurences in the range FERTHR1-FERTHR2, for codec type AMR FR, overlaid subcell, UL	1	0		CELLAFFER_TAF2ULSUBFER
raws.0075.BSS.00070	CELLAFFER	TAF3ULSUBFER	edw_eribss_bss_axe1	cellaffer_taf3ulsubfer	CELLAFFER_TAF3ULSUBFER	float4	SUM	SUM(cellaffer_taf3ulsubfer)	20100413	1	0	1	1	Number of FER occurences in the range FERTHR2-FERTHR3, for codec type AMR FR, overlaid subcell, UL	1	0		CELLAFFER_TAF3ULSUBFER
raws.0075.BSS.00071	CELLAFFER	TAF4ULSUBFER	edw_eribss_bss_axe1	cellaffer_taf4ulsubfer	CELLAFFER_TAF4ULSUBFER	float4	SUM	SUM(cellaffer_taf4ulsubfer)	20100413	1	0	1	1	Number of FER occurences in the range FERTHR3-FERTHR4, for codec type AMR FR, overlaid subcell, UL	1	0		CELLAFFER_TAF4ULSUBFER
raws.0075.BSS.00072	CELLAFFER	TAF5ULSUBFER	edw_eribss_bss_axe1	cellaffer_taf5ulsubfer	CELLAFFER_TAF5ULSUBFER	float4	SUM	SUM(cellaffer_taf5ulsubfer)	20100413	1	0	1	1	Number of FER occurences in the range FERTHR4-96, for codec type AMR FR, overlaid subcell, UL	1	0		CELLAFFER_TAF5ULSUBFER
raws.0075.BSS.00073	CELLAFFER	TAF1DLFER	edw_eribss_bss_axe1	cellaffer_taf1dlfer	CELLAFFER_TAF1DLFER	float4	SUM	SUM(cellaffer_taf1dlfer)	20100413	1	0	1	1	Number of FER occurences in the range 0-FERTHR1, for codec type AMR FR, DL	1	0		CELLAFFER_TAF1DLFER
raws.0075.BSS.00074	CELLAFFER	TAF2DLFER	edw_eribss_bss_axe1	cellaffer_taf2dlfer	CELLAFFER_TAF2DLFER	float4	SUM	SUM(cellaffer_taf2dlfer)	20100413	1	0	1	1	Number of FER occurences in the range FERTHR1-FERTHR2, for codec type AMR FR, DL	1	0		CELLAFFER_TAF2DLFER
raws.0075.BSS.00075	CELLAFFER	TAF3DLFER	edw_eribss_bss_axe1	cellaffer_taf3dlfer	CELLAFFER_TAF3DLFER	float4	SUM	SUM(cellaffer_taf3dlfer)	20100413	1	0	1	1	Number of FER occurences in the range FERTHR2-FERTHR3, for codec type AMR FR, DL	1	0		CELLAFFER_TAF3DLFER
raws.0075.BSS.00076	CELLAFFER	TAF4DLFER	edw_eribss_bss_axe1	cellaffer_taf4dlfer	CELLAFFER_TAF4DLFER	float4	SUM	SUM(cellaffer_taf4dlfer)	20100413	1	0	1	1	Number of FER occurences in the range FERTHR3-FERTHR4, for codec type AMR FR, DL	1	0		CELLAFFER_TAF4DLFER
raws.0075.BSS.00077	CELLAFFER	TAF5DLFER	edw_eribss_bss_axe1	cellaffer_taf5dlfer	CELLAFFER_TAF5DLFER	float4	SUM	SUM(cellaffer_taf5dlfer)	20100413	1	0	1	1	Number of FER occurences in the range FERTHR4-96, for codec type AMR FR, DL	1	0		CELLAFFER_TAF5DLFER
raws.0075.BSS.00078	CELLAFFER	TAF1DLSUBFER	edw_eribss_bss_axe1	cellaffer_taf1dlsubfer	CELLAFFER_TAF1DLSUBFER	float4	SUM	SUM(cellaffer_taf1dlsubfer)	20100413	1	0	1	1	Number of FER occurences in the range 0-FERTHR1, for codec type AMR FR, overlaid subcell, DL	1	0		CELLAFFER_TAF1DLSUBFER
raws.0075.BSS.00079	CELLAFFER	TAF2DLSUBFER	edw_eribss_bss_axe1	cellaffer_taf2dlsubfer	CELLAFFER_TAF2DLSUBFER	float4	SUM	SUM(cellaffer_taf2dlsubfer)	20100413	1	0	1	1	Number of FER occurences in the range FERTHR1-FERTHR2, for codec type AMR FR, overlaid subcell, DL	1	0		CELLAFFER_TAF2DLSUBFER
raws.0075.BSS.00080	CELLAFFER	TAF3DLSUBFER	edw_eribss_bss_axe1	cellaffer_taf3dlsubfer	CELLAFFER_TAF3DLSUBFER	float4	SUM	SUM(cellaffer_taf3dlsubfer)	20100413	1	0	1	1	Number of FER occurences in the range FERTHR2-FERTHR3, for codec type AMR FR, overlaid subcell, DL	1	0		CELLAFFER_TAF3DLSUBFER
raws.0075.BSS.00081	CELLAFFER	TAF4DLSUBFER	edw_eribss_bss_axe1	cellaffer_taf4dlsubfer	CELLAFFER_TAF4DLSUBFER	float4	SUM	SUM(cellaffer_taf4dlsubfer)	20100413	1	0	1	1	Number of FER occurences in the range FERTHR3-FERTHR4, for codec type AMR FR, overlaid subcell, DL	1	0		CELLAFFER_TAF4DLSUBFER
raws.0075.BSS.00082	CELLAFFER	TAF5DLSUBFER	edw_eribss_bss_axe1	cellaffer_taf5dlsubfer	CELLAFFER_TAF5DLSUBFER	float4	SUM	SUM(cellaffer_taf5dlsubfer)	20100413	1	0	1	1	Number of FER occurences in the range FERTHR4-96, for codec type AMR FR, overlaid subcell, DL	1	0		CELLAFFER_TAF5DLSUBFER
raws.0075.BSS.00086	CELLAHFER	TAH1ULFER	edw_eribss_bss_axe1	cellahfer_tah1ulfer	CELLAHFER_TAH1ULFER	float4	SUM	SUM(cellahfer_tah1ulfer)	20100413	1	0	1	1	Number of FER occurences in the range 0-FERTHR1, for codec type AMR HR, UL	1	0		CELLAHFER_TAH1ULFER
raws.0075.BSS.00087	CELLAHFER	TAH2ULFER	edw_eribss_bss_axe1	cellahfer_tah2ulfer	CELLAHFER_TAH2ULFER	float4	SUM	SUM(cellahfer_tah2ulfer)	20100413	1	0	1	1	Number of FER occurences in the range FERTHR1-FERTHR2, for codec type AMR HR, UL	1	0		CELLAHFER_TAH2ULFER
raws.0075.BSS.00088	CELLAHFER	TAH3ULFER	edw_eribss_bss_axe1	cellahfer_tah3ulfer	CELLAHFER_TAH3ULFER	float4	SUM	SUM(cellahfer_tah3ulfer)	20100413	1	0	1	1	Number of FER occurences in the range FERTHR2-FERTHR3, for codec type AMR HR, UL	1	0		CELLAHFER_TAH3ULFER
raws.0075.BSS.00089	CELLAHFER	TAH4ULFER	edw_eribss_bss_axe1	cellahfer_tah4ulfer	CELLAHFER_TAH4ULFER	float4	SUM	SUM(cellahfer_tah4ulfer)	20100413	1	0	1	1	Number of FER occurences in the range FERTHR3-FERTHR4, for codec type AMR HR, UL	1	0		CELLAHFER_TAH4ULFER
raws.0075.BSS.00090	CELLAHFER	TAH5ULFER	edw_eribss_bss_axe1	cellahfer_tah5ulfer	CELLAHFER_TAH5ULFER	float4	SUM	SUM(cellahfer_tah5ulfer)	20100413	1	0	1	1	Number of FER occurences in the range FERTHR4-96, for codec type AMR HR, UL	1	0		CELLAHFER_TAH5ULFER
raws.0075.BSS.00091	CELLAHFER	TAH1ULSUBFER	edw_eribss_bss_axe1	cellahfer_tah1ulsubfer	CELLAHFER_TAH1ULSUBFER	float4	SUM	SUM(cellahfer_tah1ulsubfer)	20100413	1	0	1	1	Number of FER occurences in the range 0-FERTHR1, for codec type AMR HR, overlaid subcell, UL	1	0		CELLAHFER_TAH1ULSUBFER
raws.0075.BSS.00092	CELLAHFER	TAH2ULSUBFER	edw_eribss_bss_axe1	cellahfer_tah2ulsubfer	CELLAHFER_TAH2ULSUBFER	float4	SUM	SUM(cellahfer_tah2ulsubfer)	20100413	1	0	1	1	Number of FER occurences in the range FERTHR1-FERTHR2, for codec type AMR HR, overlaid subcell, UL	1	0		CELLAHFER_TAH2ULSUBFER
raws.0075.BSS.00093	CELLAHFER	TAH3ULSUBFER	edw_eribss_bss_axe1	cellahfer_tah3ulsubfer	CELLAHFER_TAH3ULSUBFER	float4	SUM	SUM(cellahfer_tah3ulsubfer)	20100413	1	0	1	1	Number of FER occurences in the range FERTHR2-FERTHR3, for codec type AMR HR, overlaid subcell, UL	1	0		CELLAHFER_TAH3ULSUBFER
raws.0075.BSS.00094	CELLAHFER	TAH4ULSUBFER	edw_eribss_bss_axe1	cellahfer_tah4ulsubfer	CELLAHFER_TAH4ULSUBFER	float4	SUM	SUM(cellahfer_tah4ulsubfer)	20100413	1	0	1	1	Number of FER occurences in the range FERTHR3-FERTHR4, for codec type AMR HR, overlaid subcell, UL	1	0		CELLAHFER_TAH4ULSUBFER
raws.0075.BSS.00095	CELLAHFER	TAH5ULSUBFER	edw_eribss_bss_axe1	cellahfer_tah5ulsubfer	CELLAHFER_TAH5ULSUBFER	float4	SUM	SUM(cellahfer_tah5ulsubfer)	20100413	1	0	1	1	Number of FER occurences in the range FERTHR4-96, for codec type AMR HR, overlaid subcell, UL	1	0		CELLAHFER_TAH5ULSUBFER
raws.0075.BSS.00096	CELLAHFER	TAH1DLFER	edw_eribss_bss_axe1	cellahfer_tah1dlfer	CELLAHFER_TAH1DLFER	float4	SUM	SUM(cellahfer_tah1dlfer)	20100413	1	0	1	1	Number of FER occurences in the range 0-FERTHR1, for codec type AMR HR, DL	1	0		CELLAHFER_TAH1DLFER
raws.0075.BSS.00097	CELLAHFER	TAH2DLFER	edw_eribss_bss_axe1	cellahfer_tah2dlfer	CELLAHFER_TAH2DLFER	float4	SUM	SUM(cellahfer_tah2dlfer)	20100413	1	0	1	1	Number of FER occurences in the range FERTHR1-FERTHR2, for codec type AMR HR, DL	1	0		CELLAHFER_TAH2DLFER
raws.0075.BSS.00098	CELLAHFER	TAH3DLFER	edw_eribss_bss_axe1	cellahfer_tah3dlfer	CELLAHFER_TAH3DLFER	float4	SUM	SUM(cellahfer_tah3dlfer)	20100413	1	0	1	1	Number of FER occurences in the range FERTHR2-FERTHR3, for codec type AMR HR, DL	1	0		CELLAHFER_TAH3DLFER
raws.0075.BSS.00099	CELLAHFER	TAH4DLFER	edw_eribss_bss_axe1	cellahfer_tah4dlfer	CELLAHFER_TAH4DLFER	float4	SUM	SUM(cellahfer_tah4dlfer)	20100413	1	0	1	1	Number of FER occurences in the range FERTHR3-FERTHR4, for codec type AMR HR, DL	1	0		CELLAHFER_TAH4DLFER
raws.0075.BSS.00100	CELLAHFER	TAH5DLFER	edw_eribss_bss_axe1	cellahfer_tah5dlfer	CELLAHFER_TAH5DLFER	float4	SUM	SUM(cellahfer_tah5dlfer)	20100413	1	0	1	1	Number of FER occurences in the range FERTHR4-96, for codec type AMR HR, DL	1	0		CELLAHFER_TAH5DLFER
raws.0075.BSS.00101	CELLAHFER	TAH1DLSUBFER	edw_eribss_bss_axe1	cellahfer_tah1dlsubfer	CELLAHFER_TAH1DLSUBFER	float4	SUM	SUM(cellahfer_tah1dlsubfer)	20100413	1	0	1	1	Number of FER occurences in the range 0-FERTHR1, for codec type AMR HR, overlaid subcell, DL	1	0		CELLAHFER_TAH1DLSUBFER
raws.0075.BSS.00102	CELLAHFER	TAH2DLSUBFER	edw_eribss_bss_axe1	cellahfer_tah2dlsubfer	CELLAHFER_TAH2DLSUBFER	float4	SUM	SUM(cellahfer_tah2dlsubfer)	20100413	1	0	1	1	Number of FER occurences in the range FERTHR1-FERTHR2, for codec type AMR HR, overlaid subcell, DL	1	0		CELLAHFER_TAH2DLSUBFER
raws.0075.BSS.00103	CELLAHFER	TAH3DLSUBFER	edw_eribss_bss_axe1	cellahfer_tah3dlsubfer	CELLAHFER_TAH3DLSUBFER	float4	SUM	SUM(cellahfer_tah3dlsubfer)	20100413	1	0	1	1	Number of FER occurences in the range FERTHR2-FERTHR3, for codec type AMR HR, overlaid subcell, DL	1	0		CELLAHFER_TAH3DLSUBFER
