id_page	object_type	pie_split_type	pie_split_by	ordonnee_left_name	ordonnee_right_name	graph_width	graph_height	position_legende	default_orderby	default_asc_desc	gis	gis_based_on	definition	troubleshooting	is_configure	scale
gtms.0095.01.call_blocking_and_drop	graph			%	Nb	900	450	top	seri.gtms.0095.01.call_blocking_and_drop.kpis.0095.01.call_drop_rate	0	1	seri.gtms.0095.01.call_blocking_and_drop.kpis.0095.01.call_drop_rate	Call Blocking and Drops rates		1	textlin
gtms.0095.01.call_success	graph			%	Nb	900	450	top	seri.gtms.0095.01.call_success.kpis.0095.01.call_success_rate	1	1	seri.gtms.0095.01.call_success.kpis.0095.01.call_success_rate	call success rates		1	textlin
gtms.0095.01.handover_causes	graph			%	Nb	900	450	right	seri.gtms.0095.01.handover_causes.kpis.0095.01.handover_attempts	0	0		Handover causes		1	textlin
gtms.0095.01.handover	graph			%	Nb	900	450	top	seri.gtms.0095.01.handover.kpis.0095.01.ho_success_rate	1	1	seri.gtms.0095.01.handover.kpis.0095.01.ho_success_rate	General Handovers statistics		1	textlin
gtms.0095.01.intra_cell_handovers	graph			%	Nb	900	450	top	seri.gtms.0095.01.intra_cell_handovers.kpis.0095.01.intra_cell_handover_success_rate	1	1	seri.gtms.0095.01.intra_cell_handovers.kpis.0095.01.intra_cell_handover_success_rate	Intra Cell Handovers		1	textlin
gtms.0095.01.inter_cell_intra_bsc_handovers	graph			%	Nb	900	450	top	seri.gtms.0095.01.inter_cell_intra_bsc_handovers.kpis.0095.01.inter_cell_intra_bsc_handovers_success_rate	1	1	seri.gtms.0095.01.inter_cell_intra_bsc_handovers.kpis.0095.01.inter_cell_intra_bsc_handovers_success_rate	Inter Cell intra BSC Handovers		1	textlin
gtms.0095.01.inter_cell_inter_bsc_handovers	graph			%	Nb	900	450	top	seri.gtms.0095.01.inter_cell_inter_bsc_handovers.kpis.0095.01.inter_cell_inter_bsc_handovers_success_rate	1	1	seri.gtms.0095.01.inter_cell_inter_bsc_handovers.kpis.0095.01.inter_cell_inter_bsc_handovers_success_rate	Inter Cell inter BSC Handovers		1	textlin
gtms.0095.01.cell_availability	graph			%	s	900	450	top	seri.gtms.0095.01.cell_availability.kpis.0095.01.cell_availability	1	1	seri.gtms.0095.01.cell_availability.kpis.0095.01.cell_availability	Cell resource availibility		1	textlin
gtms.0095.01.trx_availability	graph			%	Nb	900	450	top	seri.gtms.0095.01.trx_availability.kpis.0095.01.trx_availability	1	1	seri.gtms.0095.01.trx_availability.kpis.0095.01.trx_availability	TRX configuration		1	textlin
gtms.0095.01.tch_availability	graph			%	Nb	900	450	top	seri.gtms.0095.01.tch_availability.kpis.0095.01.tch_availability	1	1	seri.gtms.0095.01.tch_availability.kpis.0095.01.tch_availability	TCH configuration		1	textlin
gtms.0095.01.sdcch_availability	graph			%	Nb	900	450	top	seri.gtms.0095.01.sdcch_availability.kpis.0095.01.sdcch_availability	1	1	seri.gtms.0095.01.sdcch_availability.kpis.0095.01.sdcch_availability	SDCCH configuration		1	textlin
gtms.0095.01.tch_traffic_at_2gos	graph			%	Erlang	900	450	top	seri.gtms.0095.01.tch_traffic_at_2gos.kpis.0095.01.traffic_utilization	0	1	seri.gtms.0095.01.tch_traffic_at_2gos.kpis.0095.01.traffic_utilization	TRAFFIC UTILIZATION AT 2 GOS		1	textlin
gtms.0095.01.tch_ressource_needed_at_2gos	graph			%	Nb	900	450	top	seri.gtms.0095.01.tch_ressource_needed_at_2gos.kpis.0095.01.required_channel	0	1	seri.gtms.0095.01.tch_ressource_needed_at_2gos.kpis.0095.01.gos_at_bh	TCH NEEDED AT 2% GOS		1	textlin
gtms.0095.02.traffic_volumes	graph			kbytes	Nb	900	450	top	seri.gtms.0095.02.traffic_volumes.kpis.0095.02.userpacket_transmitted_radiointerface_dl	0	0		Traffic Volumes		1	textlin
gtms.0095.02.llc_volumes	graph			kbytes		900	450	top	seri.gtms.0095.02.llc_volumes.kpis.0095.02.dl_llc_traffic	0	0		LLC Volumes		1	textlin
gtms.0095.02.paging	graph			Nb		900	450	top	seri.gtms.0095.02.paging.kpis.0095.02.nb_packet_pagings	1	0		Number of CS and PS pagings		1	textlin
gtms.0095.02.tbf_allocation_efficiency	graph			%	Nb	900	450	top	seri.gtms.0095.02.tbf_allocation_efficiency.kpis.0095.02.tbf_establishment_success_rate_dl	1	1	seri.gtms.0095.02.tbf_allocation_efficiency.kpis.0095.02.tbf_establishment_success_rate_dl	This graph shows the TBF allocations efficiency		1	textlin
gtms.0095.02.tbf_rejection_congestion	graph			%	Nb	900	450	top	seri.gtms.0095.02.tbf_rejection_congestion.kpis.0095.02.packet_access_rejections_due_to_congestion_ul	0	1	seri.gtms.0095.02.tbf_rejection_congestion.kpis.0095.02.packet_access_rejections_due_to_congestion_dl	This graph shows the TBF allocations rejections due to cell congestions		1	textlin
gtms.0095.02.gprs_throughput	graph			kbps	kbytes	900	450	top	seri.gtms.0095.02.gprs_throughput.kpis.0095.02.gprs_dl_throughput	0	0		This graph allows to evaluate the average GPRS throughput offered to users		1	textlin
gtms.0095.02.edge_throughput	graph			kbps	kbytes	900	450	top	seri.gtms.0095.02.edge_throughput.kpis.0095.02.edge_dl_throughput	0	0		This graph allows to evaluate the average EDGE throughput offered to users		1	textlin
gtms.0095.02.throughput_per_tbf	graph			kbps	Nb	900	450	top	seri.gtms.0095.02.throughput_per_tbf.kpis.0095.02.mean_user_data_dl_throughput_on_air_interface	0	0		This graph allows to evaluate the average throughput offered to users as well as the average number of PDCH allocated in each TBF		1	textlin
gtms.0095.02.throughput_per_pdch	graph			kbps	Nb	900	450	top	seri.gtms.0095.02.throughput_per_pdch.kpis.0095.02.dl_mean_throughput_per_configured_pdch	1	0		This graph provides statistics on the average throughput used per allocated PDCH		1	textlin
gtms.0095.02.rlc_retransmission_rate_gprs	graph			%	kbytes	900	450	top	seri.gtms.0095.02.rlc_retransmission_rate_gprs.kpis.0095.02.dl_retransmission_rate_in_cs1234	0	1	seri.gtms.0095.02.rlc_retransmission_rate_gprs.kpis.0095.02.dl_retransmission_rate_in_cs1234	This graph provides statistics on RLC volumes and retransmission rates in GPRS (CS 1 to 4)		1	textlin
gtms.0095.02.rlc_retransmission_rate_egprs	graph			%	kbytes	900	450	top	seri.gtms.0095.02.rlc_retransmission_rate_egprs.kpis.0095.02.dl_retransmission_rate_in_mcs	0	1	seri.gtms.0095.02.rlc_retransmission_rate_egprs.kpis.0095.02.dl_retransmission_rate_in_mcs	This graph provides statistics on RLC volumes and retransmission rates in EGPRS (MCS 1 to 9)		1	textlin
gtms.0095.02.tbf_drop_causes	graph			%	Nb	900	450	top	seri.gtms.0095.02.tbf_drop_causes.kpis.0095.02.tbf_drop_rate	0	1	seri.gtms.0095.02.tbf_drop_causes.kpis.0095.02.tbf_drop_rate	This graph provides statistics about TBF drops per causes		1	textlin
gtms.0095.02.data_utilization	graph			%	Nb	900	450	top	seri.gtms.0095.02.data_utilization.kpis.0095.02.pdch_utilization_gprs_edge	0	0		This graph provides statistics about data utilization		1	textlin
gtms.0095.02.pdch_availability	graph			%	Nb	900	450	top	seri.gtms.0095.02.pdch_availability.kpis.0095.02.pdch_availability_gprs_edge	1	1	seri.gtms.0095.02.pdch_availability.kpis.0095.02.pdch_availability_gprs_edge	This graph provides statistics about PDCH availability		1	textlin
gtms.0095.03.fer_distribution	graph			%	%	900	450	top	seri.gtms.0095.03.fer_distribution.kpis.0095.03.mean_fer_uplink	0	0		This graph provides statistics about FER distribution Uplink		1	textlin
gtms.0095.03.rxqualdistup	graph			%	Nb	900	450	top	seri.gtms.0095.03.rxqualdistup.kpis.0095.03.mean_rxqual_uplink	0	0		This graph provides statistics about RXQUAL distribution Uplink		1	textlin
gtms.0095.03.rxqualdistdown	graph			%	Nb	900	450	top	seri.gtms.0095.03.rxqualdistdown.kpis.0095.03.mean_rxqual_downlink	0	0		This graph provides statistics about RXQUAL distribution Downlink		1	textlin
gtms.0095.03.rxlevel_distribution_uplink	graph			%	dBm	900	450	top	seri.gtms.0095.03.rxlevel_distribution_uplink.kpis.0095.03.mean_rxlevel_uplink	1	0		This graph provides statistics about RXLEVEL distribution Uplink		1	textlin
gtms.0095.03.rxlevel_distribution_downlink	graph			%	dBm	900	450	top	seri.gtms.0095.03.rxlevel_distribution_downlink.kpis.0095.03.mean_rxlevel_downlink	1	0		This graph provides statistics about RXLEVEL distribution Downlink		1	textlin
gtms.0095.03.tranceiver_availability	graph			%	s	900	450	top	seri.gtms.0095.03.tranceiver_availability.kpis.0095.03.trx_duration_availability	1	0		This graph provides statistics about Tranceiver Availability		1	textlin
gtms.0095.03.interference_band_distribution	graph			%	Nb	900	450	top	seri.gtms.0095.03.interference_band_distribution.kpis.0095.03.trx_mean_interference_band	0	0		This graph provides statistics about INTERFERENCE BAND distribution		1	textlin
gtms.0095.03.time_advance_distribution	graph			%	Nb	900	450	top	seri.gtms.0095.03.time_advance_distribution.kpis.0095.03.time_advance_mean	0	0		This graph provides statistics about TIME ADVANCE distribution		1	textlin
