id_ligne	kpi_name	edw_group_table	kpi_label	comment	kpi_formula	pourcentage	on_off	value_type	new_field	visible	numerator_denominator	kpi_type
kpis.0095.01.random_access_success_nb	RANDOM_ACCESS_SUCCESS_NB	edw_huabss_bss_axe1	Random Access Success Number (NB)	Random Access Success Number 	NULL	0	1	customisateur	1	1	total	float4
kpis.0095.01.random_access_success_rate	RANDOM_ACCESS_SUCCESS_RATE	edw_huabss_bss_axe1	Random Access Success Rate (%)	Random Access Success Rate 	CASE WHEN RA301G*100>100 THEN 100 ELSE RA301G*100 END	1	1	customisateur	1	1	total	float4
kpis.0095.01.nb_assignment_attempts	Nb_Assignment_Attempts	edw_huabss_bss_axe1	TCH Attempts Number (Nb)	Number of normal assignment requests for TCH establishment (in HR or FR usage). 	K3020+K3010A+K3010B	0	1	customisateur	1	1	total	float4
kpis.0095.01.nb_successful_assignments	Nb_Successful_Assignments	edw_huabss_bss_axe1	TCH Assignment Success  Number (Nb)	 Number of TCH successfully seized by MS for normal assignment procedure including incoming handover. 	K3023+K3013A+K3013B	0	1	customisateur	1	1	total	float4
kpis.0095.01.assignment_success_rate	Assignment_Success_Rate	edw_huabss_bss_axe1	TCH Assignment Success Rate (%)	TCH ASSIGN SUCCESS/TCH ASSIGN REQUESTS 	CASE WHEN (K3023+K3013A+K3013B)/(K3020+K3010A+K3010B)*100>100 THEN 100 ELSE (K3023+K3013A+K3013B)/(K3020+K3010A+K3010B)*100 END	1	1	customisateur	1	1	total	float4
kpis.0095.01.c_nb_assignment_attempts1	C_Nb_Assignment_Attempts1	edw_huabss_bss_axe1	Corporate TCH Attempts Number (Nb)	Number of normal assignment requests for TCH establishment (in HR or FR usage). 	K3020+K3010A+K3010B	0	1	customisateur	1	1	total	float4
kpis.0095.01.c_nb_successful_assignments	C_Nb_Successful_Assignments	edw_huabss_bss_axe1	Corporate TCH Assignment Success  Number (Nb)	Number of TCH successfully seized by MS for normal assignment procedure including incoming handover. 	K3023+K3013A+K3013B	0	1	customisateur	1	1	total	float4
kpis.0095.01.nb_assignment_failures	Nb_Assignment_Failures	edw_huabss_bss_axe1	TCH Assignment Unsuccess  Number (Nb)	TCH ASSIGN REQUESTS - TCH ASSIGN SUCCESS 	K3020+K3010A+K3010B-(K3023+K3013A+K3013B)	0	1	customisateur	1	1	total	float4
kpis.0095.01.assignment_failure_rate	Assignment_Failure_Rate	edw_huabss_bss_axe1	TCH Assignment Unsuccess  Rate (%)	(TCH ASSIGN REQUESTS - TCH ASSIGN SUCCESS)/TCH ASSIGN REQUESTS 	CASE WHEN (K3020+K3010A+K3010B-(K3023+K3013A+K3013B))/(K3020+K3010A+K3010B)*100>100 THEN 100 ELSE (K3020+K3010A+K3010B-(K3023+K3013A+K3013B))/(K3020+K3010A+K3010B)*100 END	1	1	customisateur	1	1	total	float4
kpis.0095.01.call_setup_success_rate	Call_Setup_Success_Rate	edw_huabss_bss_axe1	Call Setup Success Rate (%)	Rate of calls going until TCH successful assignment, that is not interrupted by SDCCH DROP neither by Assignment failures 	CASE WHEN K3003/K3000*(1-CM30/K3003)*(K3023+K3013A+K3013B)/(K3020+K3010A+K3010B)*100>100 THEN 100 ELSE K3003/K3000*(1-CM30/K3003)*(K3023+K3013A+K3013B)/(K3020+K3010A+K3010B)*100 END	1	1	customisateur	1	1	total	float4
kpis.0095.01.c_cssr_numerator	C_CSSR_NUMERATOR	edw_huabss_bss_axe1	Corporate Call Setup Success Rate Numerator (Nb)	The numerator of the CSSR rate fraction 	K3003*(K3003-CM30)*(K3023+K3013A+K3013B)	0	1	customisateur	1	1	total	float4
kpis.0095.01.c_cssr_denominator	C_CSSR_DENOMINATOR	edw_huabss_bss_axe1	Corporate Call Setup Success Rate Denominator (Nb)	The denominator of the CSSR rate fraction 	K3000*K3003*(K3020+K3010A+K3010B)	0	1	customisateur	1	1	total	float4
kpis.0095.01.nb_call_setup_failures	Nb_Call_Setup_Failures	edw_huabss_bss_axe1	Call Setup Failures Number (Nb)	SDCCH DROPS + TCH ASSIGNMENT FAILURES 	CM30+K3022+K3012A+K3012B	0	1	customisateur	1	1	total	float4
kpis.0095.01.call_setup_failure_rate	Call_Setup_Failure_Rate	edw_huabss_bss_axe1	Call Setup Failure Rate (%)	1-Call Setup Success Rate  	CASE WHEN (1-(K3003/K3000*(1-CM30/K3003)*(K3023+K3013A+K3013B)/(K3020+K3010A+K3010B)))*100>100 THEN 100 ELSE (1-(K3003/K3000*(1-CM30/K3003)*(K3023+K3013A+K3013B)/(K3020+K3010A+K3010B)))*100 END	1	1	customisateur	1	1	total	float4
kpis.0095.01.call_success_rate	Call_Success_Rate	edw_huabss_bss_axe1	Call Success Rate   (%)	Accessibility to SDCCH*(1-SDCCH Drop Rate)*Accessibility to TCH*(1-TCH Drop Rate) 	CASE WHEN K3003/K3000*(1-CM30/K3003)*((K3023+K3013A+K3013B)/(K3020+K3010A+K3010B))*(1-(K3022+K3012A+K3012B)/(K3023+K3013A+K3013B))*100>100 THEN 100 ELSE K3003/K3000*(1-CM30/K3003)*((K3023+K3013A+K3013B)/(K3020+K3010A+K3010B))*(1-(K3022+K3012A+K3012B)/(K3023+K3013A+K3013B))*100 END	1	1	customisateur	1	1	total	float4
kpis.0095.01.tch_success_end	TCH_SUCCESS_END	edw_huabss_bss_axe1	Call Success Ended Number (Nb)	Number of successful calls finished on cell (Assignements + successful incoming - Successful outgoing) 	NULL	0	1	customisateur	1	1	total	float4
kpis.0095.01.nb_call_drops	NB_CALL_DROPS	edw_huabss_bss_axe1	Call Drops Number (Nb)	Number of call drops on the cells 	K3022+K3012A+K3012B	0	1	customisateur	1	1	total	float4
kpis.0095.01.call_drop_rate	Call_Drop_Rate	edw_huabss_bss_axe1	Call Drops Rate (%)	Rate of dropped calls (system + radio + HO + pre-emption) over the total amount of calls with a successful end 	CASE WHEN (K3022+K3012A+K3012B)/(K3023+K3013A+K3013B)*100>100 THEN 100 ELSE (K3022+K3012A+K3012B)/(K3023+K3013A+K3013B)*100 END	1	1	customisateur	1	1	total	float4
kpis.0095.01.c_nb_call_drops	C_NB_CALL_DROPS	edw_huabss_bss_axe1	Corporate Call Drops Number (Nb)	Number of call drops on the cells 	K3022+K3012A+K3012B	0	1	customisateur	1	1	total	float4
kpis.0095.01.c_nb_calls_all	C_NB_CALLS_ALL	edw_huabss_bss_axe1	Corporate TCH Success Ended Number (Nb)	Number of successful calls finished on cell (Assignements + successful incoming - Successful outgoing) 	K3023+K3013A+K3013B	0	1	customisateur	1	1	total	float4
kpis.0095.01.tch_time_congestion	TCH_TIME_CONGESTION	edw_huabss_bss_axe1	TCH Time Congestion (Nb)	TCH TIME CONGESTION 	R3541+R3542	0	1	customisateur	1	1	total	float4
kpis.0095.01.tch_time_congestion_rate	TCH_TIME_CONGESTION_RATE	edw_huabss_bss_axe1	TCH Time Congestion Rate (%)	TCH TIME CONGESTION RATE 	CASE WHEN 100*(R3541+R3542)/CAPTURE_DURATION_REAL>100 THEN 100 ELSE 100*(R3541+R3542)/CAPTURE_DURATION_REAL END	1	1	customisateur	1	1	total	float4
kpis.0095.01.call_minutes_btn_drops	CALL_MINUTES_BTN_DROPS	edw_huabss_bss_axe1	Call Minutes Between Drops (Nb)	Call Minutes between Drops 	NULL	0	1	customisateur	1	1	total	float4
kpis.0095.01.nb_dropped_tch_connections	Nb_Dropped_TCH_Connections	edw_huabss_bss_axe1	TCH Dropped Total Number (Nb)	Number of TCH dropped (system + radio + handover + pre-emption) 	K3022+K3012A+K3012B	0	1	customisateur	1	1	total	float4
kpis.0095.01.tch_drop_rate	TCH_Drop_Rate	edw_huabss_bss_axe1	TCH Drop Rate (%)	Rate of TCH dropped (system + radio + handover + pre-emption) over the total amount of calls established in the cell. 	CASE WHEN (K3022+K3012A+K3012B)/(K3023+K3013A+K3013B)*100>100 THEN 100 ELSE (K3022+K3012A+K3012B)/(K3023+K3013A+K3013B)*100 END	1	1	customisateur	1	1	total	float4
kpis.0095.01.nb_drop_radio	NB_DROP_RADIO	edw_huabss_bss_axe1	TCH Drop Radio Number (Nb)	number of drops due to radio problem 	M3101A+M3101D+M3201A+M3201D	0	1	customisateur	1	1	total	float4
kpis.0095.01.tch_drop_radio_rate	TCH_DROP_RADIO_RATE	edw_huabss_bss_axe1	TCH Drop Radio Rate (%)	Rate of TCH dropped due to radio problems. 	CASE WHEN 100*(M3101A+M3101D+M3201A+M3201D)/(K3023+K3013A+K3013B)>100 THEN 100 ELSE 100*(M3101A+M3101D+M3201A+M3201D)/(K3023+K3013A+K3013B) END	1	1	customisateur	1	1	total	float4
kpis.0095.01.nb_drop_handover	NB_DROP_HANDOVER	edw_huabss_bss_axe1	TCH Drop Handover Number (Nb)	Number of drop on handover procedure 	M3101B+M315+M3201B+M325	0	1	customisateur	1	1	total	float4
kpis.0095.01.tch_drop_ho_rate	TCH_DROP_HO_RATE	edw_huabss_bss_axe1	TCH Drop Handover Rate (%)	Rate of TCH dropped due to outgoing intracell, internal intercell and external HO failures. 	CASE WHEN 100*(M3101B+M315+M3201B+M325)/(K3023+K3013A+K3013B)>100 THEN 100 ELSE 100*(M3101B+M315+M3201B+M325)/(K3023+K3013A+K3013B) END	1	1	customisateur	1	1	total	float4
kpis.0095.01.nb_drop_bss	NB_DROP_BSS	edw_huabss_bss_axe1	TCH Drop BSS Number (Nb)	Number of drops due to BSS problems(internal BSS problems and remote transcoder problems). 	M3101C+M313+M314+M3201C+M323+M324	0	1	customisateur	1	1	total	float4
kpis.0095.01.tch_drop_bss_rate	TCH_DROP_BSS_RATE	edw_huabss_bss_axe1	TCH Drop BSS Rate (%)	Rate of TCH dropped due to BSS problems (internal BSS problems and remote transcoder problems). 	CASE WHEN 100*(M3101C+M313+M314+M3201C+M323+M324)/(K3023+K3013A+K3013B)>100 THEN 100 ELSE 100*(M3101C+M313+M314+M3201C+M323+M324)/(K3023+K3013A+K3013B) END	1	1	customisateur	1	1	total	float4
kpis.0095.01.nb_drop_others	NB_DROP_OTHERS	edw_huabss_bss_axe1	TCH Drop Others Number (Nb)	Others reasons for drops 	M3100A+M3100B+M3100C+M3101E+M3102+M312+M316+M3200A+M3200B+M3200C+M3201E+M3202+M322+M326	0	1	customisateur	1	1	total	float4
kpis.0095.01.tch_drop_others	TCH_DROP_OTHERS	edw_huabss_bss_axe1	TCH Drop Others Rate (%)	Others reasons for drops rate 	CASE WHEN 100*(M3100A+M3100B+M3100C+M3101E+M3102+M312+M316+M3200A+M3200B+M3200C+M3201E+M3202+M322+M326)/(K3023+K3013A+K3013B)>100 THEN 100 ELSE 100*(M3100A+M3100B+M3100C+M3101E+M3102+M312+M316+M3200A+M3200B+M3200C+M3201E+M3202+M322+M326)/(K3023+K3013A+K3013B) END	1	1	customisateur	1	1	total	float4
kpis.0095.01.mean_time_between_tch_drop	Mean_Time_between_TCH_Drop	edw_huabss_bss_axe1	TCH Time Between Drops (s)	This item indicates average duration of MS seizing TCH after which a TCH call drop occurs. .Capture_duration_real*traffic erlang/call drop 	CAPTURE_DURATION_REAL*K3014/CM33	0	1	customisateur	1	1	total	float4
kpis.0095.01.nb_dropped_sdcch_connections	Nb_dropped_SDCCH_Connections	edw_huabss_bss_axe1	SDCCH Dropped Total Number (Nb)	Number of dropped SDCCH Connections 	CM30	0	1	customisateur	1	1	total	float4
kpis.0095.01.sdcch_assign_success	SDCCH_ASSIGN_SUCCESS	edw_huabss_bss_axe1	SDCCH Success Ended Number (Nb)	Total number of SDCCH successfully seized by mobile during radio link establishment procedure 	K3003	0	1	customisateur	1	1	total	float4
kpis.0095.01.sdcch_drop_rate	SDCCH_Drop_Rate	edw_huabss_bss_axe1	SDCCH Drop Rate  (%)	Rate of dropped SDCCH (SDCCH is established for any transaction OC, TC, LU,...) including TCH congestion 	CASE WHEN CM30/K3003*100>100 THEN 100 ELSE CM30/K3003*100 END	1	1	customisateur	1	1	total	float4
kpis.0095.01.c_nb_dropped_sdcch_connections	C_Nb_dropped_SDCCH_Connections	edw_huabss_bss_axe1	Corporate SDCCH Dropped Total Number (Nb)	Number of dropped SDCCH Connections 	CM30	0	1	customisateur	1	1	total	float4
kpis.0095.01.c_sdcch_assign_success	C_SDCCH_ASSIGN_SUCCESS	edw_huabss_bss_axe1	Corporate SDCCH Success Ended Number (Nb)	Total number of SDCCH successfully seized by mobile during radio link establishment procedure 	K3003	0	1	customisateur	1	1	total	float4
kpis.0095.01.sdcch_drop_radio_nb	SDCCH_DROP_RADIO_NB	edw_huabss_bss_axe1	SDCCH Drop Radio NB (Nb)	number of SDCCH drops due to radio problem 	M3001A+M3001D	0	1	customisateur	1	1	total	float4
kpis.0095.01.sdcch_drop_radio_rate	SDCCH_DROP_RADIO_RATE	edw_huabss_bss_axe1	SDCCH Drop Radio Rate (%)	Rate of SDCCH dropped due to radio problems. 	CASE WHEN 100*(M3001A+M3001D)/K3003>100 THEN 100 ELSE 100*(M3001A+M3001D)/K3003 END	1	1	customisateur	1	1	total	float4
kpis.0095.01.sdcch_drop_handover_nb	SDCCH_DROP_HANDOVER_NB	edw_huabss_bss_axe1	SDCCH Drop Handover NB (Nb)	Number of SDCCH drop on handover procedure 	M3001B+M305	0	1	customisateur	1	1	total	float4
kpis.0095.01.sdcch_drop_ho_rate	SDCCH_DROP_HO_RATE	edw_huabss_bss_axe1	SDCCH Drop Handover Rate (%)	Rate of SDCCH dropped due to outgoing intracell, internal intercell and external HO failures. 	CASE WHEN 100*(M3001B+M305)/K3003>100 THEN 100 ELSE 100*(M3001B+M305)/K3003 END	1	1	customisateur	1	1	total	float4
kpis.0095.01.sdcch_drop_bss_nb	SDCCH_DROP_BSS_NB	edw_huabss_bss_axe1	SDCCH Drop BSS NB (Nb)	Number of SDCCH drops due to BSS problems(internal BSS problems and remote transcoder problems). 	M3001C+M303+M304	0	1	customisateur	1	1	total	float4
kpis.0095.01.sdcch_drop_bss_rate	SDCCH_DROP_BSS_RATE	edw_huabss_bss_axe1	SDCCH Drop BSS Rate (%)	Rate of SDCCH dropped due to BSS problems (internal BSS problems and remote transcoder problems). 	CASE WHEN 100*(M3001C+M303+M304)/K3003>100 THEN 100 ELSE 100*(M3001C+M303+M304)/K3003 END	1	1	customisateur	1	1	total	float4
kpis.0095.01.sdcch_drop_others_nb	SDCCH_DROP_OTHERS_NB	edw_huabss_bss_axe1	SDCCH Drop Others NB (Nb)	Others reasons for SDCCH drops 	M3000A+M3000B+M3000C+M3001E+M3002+M302+M306	0	1	customisateur	1	1	total	float4
kpis.0095.01.sdcch_drop_others_rate	SDCCH_DROP_OTHERS_RATE	edw_huabss_bss_axe1	SDCCH Drop Others Rate (%)	Others reasons for drops SDCCH rate 	CASE WHEN 100*(M3000A+M3000B+M3000C+M3001E+M3002+M302+M306)/K3003>100 THEN 100 ELSE 100*(M3000A+M3000B+M3000C+M3001E+M3002+M302+M306)/K3003 END	1	1	customisateur	1	1	total	float4
kpis.0095.01.nb_tch_blocked	NB_TCH_BLOCKED	edw_huabss_bss_axe1	TCH Blocked Number (Nb)	Attempted TCH seizures meeting TCH overflow 	K3021+K3011A+K3011B	0	1	customisateur	1	1	total	float4
kpis.0095.01.c_nb_tch_blocked	C_NB_TCH_BLOCKED	edw_huabss_bss_axe1	Coporate TCH Blocked Number (Nb)	Attempted TCH seizures meeting TCH overflow 	K3021+K3011A+K3011B	0	1	customisateur	1	1	total	float4
kpis.0095.01.tch_blocking_rate	TCH_Blocking_Rate	edw_huabss_bss_axe1	TCH Blocking Rate (%)	Attempted TCH seizures meeting TCH overflow/Attempted TCH seizures  	CASE WHEN (K3021+K3011A+K3011B)/(K3020+K3010A+K3010B)*100>100 THEN 100 ELSE (K3021+K3011A+K3011B)/(K3020+K3010A+K3010B)*100 END	1	1	customisateur	1	1	total	float4
kpis.0095.01.tch_mean_holding_time	TCH_Mean_Holding_Time	edw_huabss_bss_axe1	TCH Mean Holding Time (s)	Average RTCH seizure duration. 	K3014_SUM*3600/(K3023+K3013A+K3013B)	0	1	customisateur	1	1	total	float4
kpis.0095.01.tch_traffic_carried	TCH_Traffic_Carried	edw_huabss_bss_axe1	TCH Traffic Carried Total (erlang)	TCH Traffic Carried in erlang, average traffic over one hour 	K3014	0	1	customisateur	1	1	total	float4
kpis.0095.01.tch_full_rate_erlang	TCH_FULL_RATE_ERLANG	edw_huabss_bss_axe1	TCH Traffic Full Rate Erlang (erlang)	TCH FR Erlang 	K3014-K3034	0	1	customisateur	1	1	total	float4
kpis.0095.01.tch_half_rate_erlang	TCH_HALF_RATE_ERLANG	edw_huabss_bss_axe1	TCH Traffic Half Rate Erlang (erlang)	TCH HR Erlang 	K3034	0	1	customisateur	1	1	total	float4
kpis.0095.01.tch_full_rate_amr_erlang	TCH_FULL_RATE_AMR_ERLANG	edw_huabss_bss_axe1	TCH Traffic Full Rate AMR Erlang (erlang)	Traffic in Erlang B when the codec is in AMR full rate 	NULL	0	1	customisateur	1	1	total	float4
kpis.0095.01.tch_half_rate_amr_erlang	TCH_HALF_RATE_AMR_ERLANG	edw_huabss_bss_axe1	TCH Traffic Half Rate AMR Erlang (erlang)	Traffic in Erlang B when the codec is in AMR half rate 	NULL	0	1	customisateur	1	1	total	float4
kpis.0095.01.tch_traffic_carried_1800	TCH_Traffic_Carried_1800	edw_huabss_bss_axe1	TCH Traffic Carried for 1800 Band (erlang)	TCH Traffic Carried in erlang for 1800 band 	AR3551B+AR3552B	0	1	customisateur	1	1	total	float4
kpis.0095.01.tch_traffic_carried_900	TCH_Traffic_Carried_900	edw_huabss_bss_axe1	TCH Traffic Carried for 900 Band (erlang)	TCH Traffic Carried in erlang for 900 band 	AR3551A+AR3552A	0	1	customisateur	1	1	total	float4
kpis.0095.01.tch_traffic_carried_sum	TCH_Traffic_Carried_SUM	edw_huabss_bss_axe1	TCH Traffic Carried Total SUM (erlang)	TCH Traffic Carried in erlang, average traffic over one hour 	K3014_SUM	0	1	customisateur	1	1	total	float4
kpis.0095.01.tch_full_rate_erlang_sum	TCH_FULL_RATE_ERLANG_SUM	edw_huabss_bss_axe1	TCH Traffic Full Rate Erlang SUM (erlang)	TCH FR Erlang 	K3014_SUM-K3034_SUM	0	1	customisateur	1	1	total	float4
kpis.0095.01.tch_half_rate_erlang_sum	TCH_HALF_RATE_ERLANG_SUM	edw_huabss_bss_axe1	TCH Traffic Half Rate Erlang SUM (erlang)	TCH HR Erlang 	K3034_SUM	0	1	customisateur	1	1	total	float4
kpis.0095.01.tch_full_rate_amr_erlang_sum	TCH_FULL_RATE_AMR_ERLANG_SUM	edw_huabss_bss_axe1	TCH Traffic Full Rate AMR Erlang SUM (erlang)	Traffic in Erlang B when the codec is in AMR full rate 	NULL	0	1	customisateur	1	1	total	float4
kpis.0095.01.tch_half_rate_amr_erlang_sum	TCH_HALF_RATE_AMR_ERLANG_SUM	edw_huabss_bss_axe1	TCH Traffic Half Rate AMR Erlang SUM (erlang)	Traffic in Erlang B when the codec is in AMR half rate 	NULL	0	1	customisateur	1	1	total	float4
kpis.0095.01.tch_traffic_carried_1800_sum	TCH_Traffic_Carried_1800_SUM	edw_huabss_bss_axe1	TCH Traffic Carried for 1800 Band SUM (erlang)	TCH Traffic Carried in erlang for 1800 band 	AR3551B_SUM+AR3552B_SUM	0	1	customisateur	1	1	total	float4
kpis.0095.01.tch_traffic_carried_900_sum	TCH_Traffic_Carried_900_SUM	edw_huabss_bss_axe1	TCH Traffic Carried for 900 Band SUM (erlang)	TCH Traffic Carried in erlang for 900 band 	AR3551A_SUM+AR3552A_SUM	0	1	customisateur	1	1	total	float4
kpis.0095.01.percentage_tch_full_rate	PERCENTAGE_TCH_FULL_RATE	edw_huabss_bss_axe1	TCH Traffic Full Rate Erlang Percentage (%)	Percentage of full rate over all traffic based on KPI Erlang average. 	CASE WHEN NULL>100 THEN 100 ELSE NULL END	1	1	customisateur	1	1	total	float4
kpis.0095.01.percentage_tch_half_rate	PERCENTAGE_TCH_HALF_RATE	edw_huabss_bss_axe1	TCH Traffic Half Rate Erlang Percentage (%)	Percentage of half rate over all traffic based on KPI Erlang average. 	CASE WHEN NULL>100 THEN 100 ELSE NULL END	1	1	customisateur	1	1	total	float4
kpis.0095.01.percentage_tch_full_rate_amr	PERCENTAGE_TCH_FULL_RATE_AMR	edw_huabss_bss_axe1	TCH Traffic Full Rate AMR Erlang Percentage (%)	Percentage of full rate AMR over all traffic based on KPI Erlang average. 	CASE WHEN NULL>100 THEN 100 ELSE NULL END	1	1	customisateur	1	1	total	float4
kpis.0095.01.percentage_tch_half_rate_amr	PERCENTAGE_TCH_HALF_RATE_AMR	edw_huabss_bss_axe1	TCH Traffic Half Rate AMR Erlang Percentage (%)	Percentage of half rate AMR over all traffic based on KPI Erlang average. 	CASE WHEN NULL>100 THEN 100 ELSE NULL END	1	1	customisateur	1	1	total	float4
kpis.0095.01.traffic_capacity	TRAFFIC_CAPACITY	edw_huabss_bss_axe1	TCH Traffic Capacity at 2% GOS (erlang)	Based on TCH resources and half rate activation. Traffic in erlang.(erlang function at 2 GOS) based on KPI Erlang average. 	erlangb_traffic(K3016,0.02)	0	1	customisateur	1	1	total	float4
kpis.0095.01.traffic_utilization	TRAFFIC_UTILIZATION	edw_huabss_bss_axe1	TCH Traffic Utilization At 2% GOS (%)	Traffic carried/ Traffic capacity (erlang function at 2 GOS) based on KPI Erlang average. 	100*K3014/erlangb_traffic(K3016,0.02)	0	1	customisateur	1	1	total	float4
kpis.0095.01.tch_traffic_offered	TCH_TRAFFIC_OFFERED	edw_huabss_bss_axe1	TCH Traffic Offered 2% GOS (erlang)	TRAFFIC OFFERED for TCH (erlang function at 2 GOS) 	erlangb_traffic(K3015,0.02)	0	1	customisateur	1	1	total	float4
kpis.0095.01.traffic_efficiency	TRAFFIC_EFFICIENCY	edw_huabss_bss_axe1	TCH Traffic Efficiency 2% GOS (%)	Traffic carried/ Traffic offered (erlang function at 2 GOS) based on KPI Erlang average. 	100*K3014/erlangb_traffic(K3015,0.02)	0	1	customisateur	1	1	total	float4
kpis.0095.01.required_channel	REQUIRED_CHANNEL	edw_huabss_bss_axe1	TCH Required Channels at 2% GOS (Nb)	Number of TCH to add (or to subtract) to those existing for each cell in order to affect the right number of useful TCH. 	round(erlangb_ressource(K3014,0.02))-round(K3016)	0	1	customisateur	1	1	total	float4
kpis.0095.01.traffic_capacity_5gos	TRAFFIC_CAPACITY_5GOS	edw_huabss_bss_axe1	TCH Traffic Capacity at 5% GOS (erlang)	Based on TCH resources and half rate activation. Traffic in erlang.(erlang function at 5 GOS) 	NULL	0	1	customisateur	1	0	total	float4
kpis.0095.01.traffic_utilization_5gos	TRAFFIC_UTILIZATION_5GOS	edw_huabss_bss_axe1	TCH Traffic Utilization at 5% GOS (%)	TCH Traffic carried/ TCH Traffic capacity (erlang function at 5 GOS) 	NULL	0	1	customisateur	1	0	total	float4
kpis.0095.01.tch_traffic_offered_5gos	TCH_TRAFFIC_OFFERED_5GOS	edw_huabss_bss_axe1	TCH Traffic Offered 5% GOS (erlang)	TRAFFIC OFFERED for TCH (erlang function at 5 GOS) 	NULL	0	1	customisateur	1	0	total	float4
kpis.0095.01.traffic_efficiency_5gos	TRAFFIC_EFFICIENCY_5GOS	edw_huabss_bss_axe1	TCH Traffic Efficiency 5% GOS (%)	Traffic carried/ Traffic offered (erlang function at 5% GOS) based on KPI Erlang average. 	NULL	0	1	customisateur	1	0	total	float4
kpis.0095.01.required_channel_5gos	REQUIRED_CHANNEL_5GOS	edw_huabss_bss_axe1	TCH Required Channels at 5% GOS (Nb)	Number of TCH to add (or to subtract) to those existing for each cell in order to affect the right number of useful TCH. 	NULL	0	1	customisateur	1	0	total	float4
kpis.0095.01.gos_at_bh	GOS_AT_BH	edw_huabss_bss_axe1	TCH Grade Of Service (%)	Grade of service 	CASE WHEN erlangb_gos(K3014,K3015)>100 THEN 100 ELSE erlangb_gos(K3014,K3015) END	1	1	customisateur	1	1	total	float4
kpis.0095.01.total_traffic_carried	TOTAL_TRAFFIC_CARRIED	edw_huabss_bss_axe1	Traffic Carried Total (TCH+SDCCH) (erlang)	TRAFFIC carried TCH + SDCCH 	K3014+K3004	0	1	customisateur	1	1	total	float4
kpis.0095.01.total_traffic_carried_sum	TOTAL_TRAFFIC_CARRIED_SUM	edw_huabss_bss_axe1	Traffic Carried Total  (TCH+SDCCH) SUM (erlang)	TRAFFIC carried TCH + SDCCH 	K3014_SUM+K3004_SUM	0	1	customisateur	1	1	total	float4
kpis.0095.01.nb_sdcch_blocked	NB_SDCCH_BLOCKED	edw_huabss_bss_axe1	SDCCH Blocked Number (Nb)	Attempted SDCCH seizures meeting SDCCH overflow 	K3001	0	1	customisateur	1	1	total	float4
